decade,year,artist,chart_pos,genre,genre_groups,spotify_popularity,spotify_id,acousticness,danceability,duration_ms,energy,instrumentalness,key,loudness,mode,speechiness,tempo,valence,minor_percentage,major_percentage,neither_chords,get_added_seventh_use,non_triad_chords_percentage,minor_or_major,tonic_percentage,supertonic_percentage,dominant_percentage,v_to_i,circle_of_fifths_dist,circle_of_fifths_dist_largest_dist,chord_distances,chord_distances2,different_chords,different_progressions,different_notes,average_chord_count_per_bar,different_sections_count,section_repetitions,chorus_repetitions,guitar,synthesizer,piano,saxophone,strings,trumpet,love,anger,sadness,joy,negative,positive
1970,1971,The 5th Dimension,12,pop.soul,,27,160jWqoVS1OJKpc4N1mcAu,0.723,0.319,3917.3333333333335,0.453,0.00107,2,-8.963,1,0.0289,81.871,0.247,0.13432835820895522,0.8059701492537313,0.05970149253731343,0.07462686567164178,0.05970149253731343,0.6268656716417911,0.22388059701492538,0.16417910447761194,0.1791044776119403,0.045454545454545456,0.20114942528735627,0.8333333333333334,3.328358208955224,2.9402985074626864,29,1.0,11,1.2758620689655173,6,0.0007658270932607216,2,False,False,False,False,False,False,0.005480460822582245,0.2875140607357025,0.040264058858156204,0.6540114879608154,0.9376714825630188,0.062328532338142395
1980,1985,Talking Heads,54,alternative.pop.rock,pop-rock,62,5JwK7v6XhG0YgqDuCgzOy8,0.013,0.763,3653.3333333333335,0.629,0.0585,9,-9.947,1,0.0322,126.477,0.973,0.011049723756906077,0.988950276243094,0.0,0.0,0.0,1.0,0.26519337016574585,0.0,0.011049723756906077,0.0,0.18749999999999997,0.3333333333333333,4.762430939226519,4.762430939226519,8,0.43661971830985913,11,1.7130434782608697,5,0.0024635036496350364,3,False,False,False,False,False,False,0.0013391062384471297,0.0022599895019084215,0.11601314693689346,0.8757426142692566,0.8492977619171143,0.15070223808288574
1970,1971,Graham Nash,35,rock.singer-songwriter,rock,1,0TJkP5C14gOE8wQzGTeeSv,0.961,0.245,6691.5,0.782,0.09,7,-17.854,1,0.303,85.845,0.0361,0.535,0.465,0.0,0.015,0.0,0.61,0.26,0.0,0.085,0.0,0.25757575757575757,0.5,3.945,0.755,11,0.31313131313131315,9,3.1951219512195124,4,0.0008966599417171038,3,False,False,True,False,False,False,0.0005114684463478625,0.002620255807414651,0.9940401315689087,0.0013345174957066774,0.9951565861701965,0.004843397997319698
1960,1966,The Chiffons,10,pop.soul,,40,5GLr9bkV2czl8o7zJoWXca,0.461,0.539,2435.55,0.66,0.00189,11,-4.834,0,0.0319,148.268,0.735,0.23809523809523808,0.7142857142857143,0.047619047619047616,0.14285714285714285,0.16666666666666666,0.21428571428571427,0.30952380952380953,0.0,0.2619047619047619,0.12195121951219512,0.19444444444444442,0.5,3.3333333333333335,1.7857142857142858,12,1.0,11,1.0,3,0.0016423395126357494,2,False,False,False,False,False,False,0.6084796786308289,0.002372260671108961,0.0043297684751451015,0.38315123319625854,0.009004727005958557,0.9909953474998474
1970,1979,Bad Company,13,rock,rock,59,71GMl3Q7U4JnrTqI9kfcoN,0.0261,0.605,3291.116666666667,0.716,5.82e-06,2,-5.471,1,0.0285,112.302,0.868,0.0,1.0,0.0,0.10526315789473684,0.0,0.7763157894736842,0.2236842105263158,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,3.013157894736842,3.013157894736842,5,0.5333333333333333,9,1.2840909090909092,5,0.0024307859034674146,4,True,False,False,False,False,False,0.003371534636244178,0.010152105242013931,0.0031764579471200705,0.9771996140480042,0.05968182906508446,0.94031822681427
1970,1973,Steve Miller Band,1,rock,rock,74,1bp2IO61zbQrbWNmKKxg3f,0.365,0.596,4408.4,0.448,5.3e-06,5,-9.616,1,0.0396,83.293,0.796,0.0,0.9861111111111112,0.013888888888888888,0.0,0.013888888888888888,0.9861111111111112,0.2916666666666667,0.0,0.2222222222222222,0.013986013986013986,0.0,0,3.6875,3.6875,4,0.24074074074074073,7,1.0,2,0.0015878776880500864,2,True,False,False,False,False,False,0.2557857632637024,0.001700442167930305,0.0018268732819706202,0.7392362952232361,0.0001453854638384655,0.999854564666748
1970,1970,R. Dean Taylor,5,pop.rock,pop-rock,38,1zgV5ZYh7uYJXbK7yjuyj8,0.0614,0.532,3585.7833333333333,0.834,0.00192,8,-3.87,1,0.0404,88.69,0.706,0.06382978723404255,0.9361702127659575,0.0,0.0,0.0,1.0,0.2978723404255319,0.06382978723404255,0.2553191489361702,0.17204301075268819,0.125,0.3333333333333333,3.776595744680851,3.776595744680851,8,0.7272727272727273,10,1.4202898550724639,4,0.0019521536437877359,4,True,False,False,False,False,False,0.02409563772380352,0.6943650841712952,0.009592120535671711,0.15376275777816772,0.081383116543293,0.9186168909072876
1970,1978,Heart,35,rock,rock,68,5zH710lFSLtkHbMkslLDjR,0.116,0.427,4890.666666666667,0.459,0.000103,9,-12.442,0,0.0332,129.878,0.383,0.42142857142857143,0.5785714285714286,0.0,0.02142857142857143,0.007142857142857143,0.9,0.2714285714285714,0.02857142857142857,0.09285714285714286,0.05755395683453238,0.21568627450980393,0.8333333333333334,2.75,2.6857142857142855,17,0.7,10,1.484375,6,0.0024536532170119957,6,False,False,False,False,False,False,0.00195331871509552,0.6636649370193481,0.011159705929458141,0.05943644791841507,0.0017267796210944653,0.9982732534408569
1970,1978,Yvonne Elliman,1,dance.disco.pop,pop,57,0QjPiq9Wka9I1b4uzWETYI,0.102,0.616,3002.6666666666665,0.681,1.47e-06,11,-10.773,1,0.0416,109.454,0.811,0.47692307692307695,0.49230769230769234,0.03076923076923077,0.0,0.03076923076923077,0.7846153846153846,0.1076923076923077,0.12307692307692308,0.2153846153846154,0.0,0.08974358974358973,0.3333333333333333,3.353846153846154,2.4307692307692306,13,0.72,10,1.4426229508196722,4,0.0019982238010657193,2,False,False,False,False,True,False,0.018291128799319267,0.3650200664997101,0.08997621387243271,0.492341548204422,0.9953566193580627,0.004643348976969719
1970,1971,Jimi Hendrix,59,guitar.rock,rock,38,494aMHJOpaMyyxaqcmbjLi,0.0208,0.518,3433.116666666667,0.9,0.00454,5,-5.249,0,0.0481,112.217,0.707,0.0,0.15384615384615385,0.8461538461538461,0.0989010989010989,0.8461538461538461,0.0,0.37362637362637363,0.02197802197802198,0.054945054945054944,0.011111111111111112,0.13725490196078433,0.8333333333333334,2.4835164835164836,2.4835164835164836,17,0.6754385964912281,12,1.3728813559322033,9,0.0011651220708102938,3,True,False,False,False,False,False,0.008977802470326424,0.6550014019012451,0.022381488233804703,0.3011859953403473,0.05551533028483391,0.9444847106933594
1960,1968,Flatt & Scruggs,55,bluegrass.country,country,49,29qFlNOssruDfoEN8vN2Uu,0.191,0.407,2340.2166666666667,0.479,0.901,2,-14.781,1,0.0329,155.252,0.919,0.2857142857142857,0.7142857142857143,0.0,0.14285714285714285,0.0,0.8571428571428571,0.5714285714285714,0.0,0.14285714285714285,0.14444444444444443,0.0,0,3.142857142857143,3.142857142857143,3,0.8888888888888888,7,1.0,2,0.004700419476829068,0,False,False,False,False,False,False,,,,,,
1970,1974,The Rolling Stones,16,blues.rock,rock,57,668YgsnvdNBHfRscNIBS31,0.501,0.616,5124.0,0.957,0.0115,9,-3.966,1,0.0508,128.517,0.778,0.0,1.0,0.0,0.0,0.0,1.0,0.38235294117647056,0.0,0.029411764705882353,0.0,0.13333333333333333,0.3333333333333333,4.147058823529412,4.147058823529412,5,0.7,9,1.2083333333333333,5,0.000585480093676815,3,False,False,False,False,False,False,0.22177718579769135,0.04230256751179695,0.008167664520442486,0.7184673547744751,0.000541302259080112,0.9994587302207947
1990,1990,Snap,2,funk.pop.rock,,62,0nQLxiNGbbUoSGrxksETLm,0.0434,0.74,3816.5666666666666,0.88,0.00803,0,-7.693,1,0.0624,108.899,0.707,0.8888888888888888,0.0,0.1111111111111111,0.037037037037037035,0.1111111111111111,0.6296296296296297,0.6666666666666666,0.0,0.3333333333333333,0.34615384615384615,0.25,0.3333333333333333,3.1481481481481484,0.9259259259259259,4,1.0,5,1.0,7,0.002358140387957763,3,False,True,False,True,False,False,0.020045192912220955,0.4730597138404846,0.11096156388521194,0.2032766491174698,0.25187891721725464,0.7481210231781006
1970,1971,Five Man Electrical Band,26,rock,rock,35,4LjJIibyUazknsZNZWHOgy,0.145,0.49,2303.3333333333335,0.75,2.37e-05,4,-10.012,0,0.0353,169.826,0.961,0.020618556701030927,0.979381443298969,0.0,0.010309278350515464,0.0,0.9587628865979382,0.36082474226804123,0.041237113402061855,0.09278350515463918,0.09375,0.18333333333333332,0.5,4.577319587628866,4.288659793814433,10,0.3728813559322034,11,1.0104166666666667,5,0.0030390738060781476,4,True,False,False,False,False,False,0.9526886940002441,0.002749657491222024,0.0025102696381509304,0.04047983139753342,0.01329098455607891,0.9867089986801147
1980,1989,Phil Collins,1,pop.rock,pop-rock,61,2BgWv15eKCDfiubKo6o76k,0.311,0.582,3406.45,0.908,0.0323,7,-2.48,1,0.039,155.561,0.711,0.17391304347826086,0.7739130434782608,0.05217391304347826,0.043478260869565216,0.05217391304347826,0.6173913043478261,0.2782608695652174,0.21739130434782608,0.1826086956521739,0.14035087719298245,0.1481481481481481,0.8333333333333334,2.973913043478261,2.260869565217391,18,0.6197183098591549,12,1.0229007633587786,5,0.0026420467055145386,6,False,True,False,False,False,False,0.001110247801989317,0.0002870926691684872,0.0003879871219396591,0.9978203773498535,0.0005634419503621757,0.9994365572929382
1980,1985,The Power Station,6,pop.rock,pop-rock,55,3QyxB6fNUFNSLyjiwkycOY,0.0816,0.732,5091.116666666667,0.893,2.05e-05,2,-8.355,1,0.0488,125.487,0.654,0.3645833333333333,0.375,0.2604166666666667,0.0,0.2604166666666667,0.7395833333333334,0.3645833333333333,0.0,0.0,0.0,0.23333333333333334,0.3333333333333333,2.5208333333333335,2.5208333333333335,5,0.24,7,1.1012658227848102,5,0.001374943938297754,3,False,False,False,False,False,False,0.9828541278839111,0.007958393543958664,0.0019891068805009127,0.0024533316027373075,0.04558167979121208,0.9544183611869812
1970,1972,The Staple Singers,1,funk.gospel.soul,funk-soul,69,5YLnfy7R2kueN0BRPkjiEG,0.0904,0.846,3280.45,0.595,1.96e-06,0,-8.372,1,0.0439,101.632,0.78,0.0,0.6810344827586207,0.31896551724137934,0.08620689655172414,0.31896551724137934,0.6810344827586207,0.3448275862068966,0.0,0.31896551724137934,0.3130434782608696,0.0,0,3.956896551724138,3.956896551724138,3,0.4166666666666667,6,1.4936708860759493,2,0.0027435260406346693,5,True,False,False,False,False,False,0.0015052526723593473,0.02375734969973564,0.01380335632711649,0.03194136545062065,0.011142216622829437,0.9888577461242676
1960,1964,Barbra Streisand,5,pop,pop,39,0AfseROXCjDFXudJKAH0Zc,0.918,0.217,5012.216666666666,0.1,7.48e-05,9,-13.68,1,0.0366,83.99,0.0759,0.2857142857142857,0.5873015873015873,0.12698412698412698,0.06349206349206349,0.20634920634920634,0.07936507936507936,0.3333333333333333,0.19047619047619047,0.15873015873015872,0.12903225806451613,0.19047619047619047,0.8333333333333334,3.3968253968253967,3.2063492063492065,28,0.3523809523809524,12,1.126984126984127,3,0.00019951252439871913,0,False,False,False,False,False,False,0.020045192912220955,0.4730597138404846,0.11096156388521194,0.2032766491174698,0.25187891721725464,0.7481210231781006
1960,1964,The Beatles,1,pop.rock,pop-rock,68,3VbGCXWRiouAq8VyMYN2MI,0.386,0.52,2361.55,0.829,6.2e-05,0,-6.228,1,0.0806,147.997,0.744,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.078125,0.015873015873015872,0.0,0,4.5,4.5,3,0.4166666666666667,7,1.035294117647059,5,0.002964154898265969,0,False,False,False,False,False,False,0.08015548437833786,0.3234214186668396,0.024972259998321533,0.5432660579681396,0.004820430185645819,0.9951795339584351
1980,1980,Cliff Richard,34,pop.rock,pop-rock,23,38lEuRvNTtLd3Bn0WFNPTn,0.286,0.888,3726.2166666666667,0.41,0.000113,7,-8.902,1,0.048,111.721,0.586,0.14935064935064934,0.4155844155844156,0.43506493506493504,0.025974025974025976,0.43506493506493504,0.3961038961038961,0.37662337662337664,0.0,0.006493506493506494,0.0,0.28125,1.0,2.2337662337662336,1.2467532467532467,16,0.41044776119402987,10,1.7058823529411764,4,0.001341843603655182,3,True,False,False,True,False,False,0.00021526154887396842,0.008833457715809345,0.9888721108436584,0.0009236079058609903,0.9995716214179993,0.0004283697053324431
1970,1973,Led Zeppelin,51,rock,rock,65,2eDdFHgqNJltzlvlZFVDWd,0.0679,0.402,4848.9,0.691,0.133,7,-10.274,1,0.0691,96.95,0.206,0.0,0.9386503067484663,0.06134969325153374,0.006134969325153374,0.06134969325153374,0.8773006134969326,0.39263803680981596,0.26993865030674846,0.24539877300613497,0.10493827160493827,0.14285714285714285,0.6666666666666666,3.4846625766871164,3.460122699386503,14,0.18947368421052632,11,1.6583333333333334,8,0.0,0,True,False,False,False,False,False,0.0006809154874645174,0.0035702441819012165,0.9553987383842468,0.03645234927535057,0.9910266995429993,0.008973348885774612
1960,1964,J. Frank Wilson & The Cavaliers,2,pop,pop,44,48obzdkQV1biEq8cPsGLys,0.262,0.746,2478.0,0.482,0,1,-7.919,0,0.0471,135.202,0.698,0.23376623376623376,0.7662337662337663,0.0,0.0,0.0,1.0,0.2987012987012987,0.0,0.23376623376623376,0.2236842105263158,0.2916666666666667,0.3333333333333333,3.207792207792208,3.207792207792208,4,0.1951219512195122,7,0.9761904761904762,5,0.002824858757062147,3,False,False,False,False,False,False,0.0013586506247520447,0.003914955537766218,0.005577201955020428,0.9880068302154541,0.008543728850781918,0.9914562106132507
1980,1987,The Robert Cray Band,22,blues,,15,5vOK3ksL1X3MNe2o48lWTU,0.0399,0.478,7254.883333333333,0.702,0.000765,4,-10.71,0,0.0617,125.28,0.64,0.9,0.0,0.1,0.11,0.1,0.0,0.8,0.0,0.0,0.0,0.03333333333333333,0.16666666666666666,1.1,1.1,5,0.5,8,1.2983870967741935,3,0.0011027055339736683,0,True,False,False,False,False,False,0.020045192912220955,0.4730597138404846,0.11096156388521194,0.2032766491174698,0.25187891721725464,0.7481210231781006
1960,1965,Bobbi Martin,70,pop,pop,0,4B51hMONJOu0cZag2KYK5a,0.893,0.381,2851.3333333333335,0.365,4.96e-06,10,-8.375,1,0.0304,115.094,0.258,0.2,0.7636363636363637,0.03636363636363636,0.10909090909090909,0.12727272727272726,0.41818181818181815,0.2727272727272727,0.12727272727272726,0.2909090909090909,0.18518518518518517,0.32051282051282054,0.8333333333333334,3.981818181818182,3.981818181818182,13,0.6346153846153846,11,1.3461538461538463,6,0.00035071311667056346,0,False,False,False,False,False,False,0.07878310978412628,0.017002280801534653,0.010418230667710304,0.8916409611701965,0.00039484206354245543,0.9996052384376526
1960,1969,Peggy Lee,11,jazz,,45,0TLD1RLFqPmpVR5ATWdMz6,0.863,0.458,4366.666666666667,0.0899,0,10,-18.824,1,0.0362,109.574,0.386,0.46846846846846846,0.4954954954954955,0.036036036036036036,0.06306306306306306,0.12612612612612611,0.17117117117117117,0.2882882882882883,0.02702702702702703,0.22522522522522523,0.06363636363636363,0.22222222222222218,0.8333333333333334,2.630630630630631,2.630630630630631,21,0.8611111111111112,11,1.2727272727272727,2,0.0013740458015267176,4,False,False,False,False,False,False,0.0012989339884370565,0.2069808542728424,0.0046530719846487045,0.003019544528797269,0.828667938709259,0.17133209109306335
1960,1968,Creedence Clearwater Revival,58,blues.rock,rock,61,4SDywo3ykB2PEthjXvo1UP,0.00471,0.391,4529.783333333334,0.732,0.121,4,-8.188,0,0.0295,100.354,0.622,0.5507246376811594,0.4492753623188406,0.0,0.057971014492753624,0.0,0.8260869565217391,0.3188405797101449,0.0,0.17391304347826086,0.1323529411764706,0.14583333333333331,0.5,3.9420289855072466,3.9420289855072466,8,0,10,1.2105263157894737,1,0.0008830444428909402,0,True,False,False,False,False,False,0.001112080062739551,0.9639416933059692,0.006561876740306616,0.024544622749090195,0.13215424120426178,0.8678458333015442
1980,1985,Gino Vannelli,57,rock,rock,50,4mABkexJ1CHRytW0d6rHFu,0.448,0.411,4837.45,0.609,1.25e-05,2,-6.867,0,0.0312,143.494,0.347,0.15853658536585366,0.8048780487804879,0.036585365853658534,0.08536585365853659,0.036585365853658534,0.2073170731707317,0.17073170731707318,0.0,0.07317073170731707,0.024691358024691357,0.06944444444444443,0.5,2.0,1.5609756097560976,12,0.625,9,1.0512820512820513,4,0.0012403228973942883,3,False,True,False,False,False,False,0.0036113159731030464,0.27619069814682007,0.1130845844745636,0.006529838312417269,0.9826481938362122,0.017351824790239334
1960,1967,Roy Orbison,52,pop,pop,31,1yXzgdB3Tdd986SDY0ssZd,0.921,0.473,2900.2166666666667,0.37,0.00273,0,-11.435,1,0.0269,135.924,0.505,0.11764705882352941,0.8823529411764706,0.0,0.058823529411764705,0.0,0.8823529411764706,0.3137254901960784,0.13725490196078433,0.23529411764705882,0.14,0.16666666666666669,0.8333333333333334,3.2549019607843137,3.2549019607843137,10,1.0,10,1.0208333333333333,3,0.0013792073006039778,2,False,False,False,False,False,False,0.0010321681620553136,0.008261005394160748,0.9864059090614319,0.0030902670696377754,0.010025054216384888,0.9899749159812927
1980,1988,The Contours,3,soul,soul,67,0Omt3rVppHIlYFXNL1VWgL,0.586,0.596,2882.45,0.793,1.86e-06,5,-6.611,1,0.0421,150.256,0.8,0.01948051948051948,0.9805194805194806,0.0,0.032467532467532464,0.0,0.7597402597402597,0.45454545454545453,0.0,0.2987012987012987,0.24183006535947713,0.023809523809523808,0.16666666666666666,2.9415584415584415,2.9415584415584415,7,0.2692307692307692,8,3.961904761904762,4,0.001040781279814047,3,False,False,False,False,False,False,0.004700298421084881,0.7835075855255127,0.11467548459768295,0.07364704459905624,0.0013481259811669588,0.998651921749115
1960,1962,Little Joey & The Flips,35,doo wop,,8,31ip2wUAsK5IJP4wux6yXD,0.385,0.496,2316.45,0.601,0,2,-12.587,1,0.0326,104.382,0.808,0.044444444444444446,0.9555555555555556,0.0,0.0,0.0,1.0,0.37777777777777777,0.0,0.24444444444444444,0.09090909090909091,0.03333333333333333,0.16666666666666666,3.688888888888889,3.688888888888889,5,0.696969696969697,10,4.0,4,0.0008633901012324894,0,False,False,False,False,False,False,0.0011624745093286037,0.5371318459510803,0.0070729791186749935,0.009833255782723427,0.9974983334541321,0.0025016609579324722
1980,1985,Gino Vannelli,42,pop.rock,pop-rock,37,6RL5nRfZ2ubP8wIiPOjOSr,0.142,0.652,3143.3333333333335,0.944,0.00482,9,-4.725,1,0.051,129.031,0.673,0.007194244604316547,0.8201438848920863,0.17266187050359713,0.04316546762589928,0.17266187050359713,0.4028776978417266,0.18705035971223022,0.007194244604316547,0.02158273381294964,0.021739130434782608,0.1875,0.5,2.841726618705036,1.1366906474820144,16,0.640625,10,1.6176470588235294,7,0.005090137857900318,6,False,True,False,False,False,False,0.0007835155702196062,0.9844194054603577,0.0039011382032185793,0.004982891026884317,0.9899768233299255,0.010023237206041813
1960,1969,Sly & The Family Stone,2,funk.rock.soul,,55,4t6NQkpUmvpvLDCkl3XuwA,0.634,0.656,2617.3333333333335,0.65,0.0147,0,-11.643,1,0.0574,146.268,0.931,0.5072463768115942,0.4927536231884058,0.0,0.057971014492753624,0.043478260869565216,0.2028985507246377,0.07246376811594203,0.34782608695652173,0.4057971014492754,0.058823529411764705,0.19696969696969696,0.5,4.144927536231884,4.144927536231884,11,0.37681159420289856,10,1.2380952380952381,3,0.0007641365257259297,2,False,False,False,False,False,False,0.0014365698443725705,0.0006205025711096823,0.0004622065171133727,0.9970302581787109,0.0011393538443371654,0.9988607168197632
1970,1978,Meat Loaf,39,rock,rock,71,2g7gviEeJr6pyxO7G35EWQ,0.214,0.326,8472.216666666667,0.872,0,2,-7.602,1,0.122,173.381,0.492,0.1225071225071225,0.8518518518518519,0.02564102564102564,0.011396011396011397,0.02564102564102564,0.8005698005698005,0.16809116809116809,0.11396011396011396,0.10541310541310542,0.045714285714285714,0.12745098039215685,0.5,3.7094017094017095,3.452991452991453,34,0.5360824742268041,12,1.2765957446808511,8,0.0004721314571353817,2,True,False,True,False,False,False,0.0008503563585691154,0.0017635838594287634,0.0008815128239803016,0.9956660270690918,0.03204279765486717,0.9679571390151978
1960,1969,The Youngbloods,5,rock,rock,58,7CQXyFX44CXmnuq8Bi9Dyc,0.467,0.542,4654.666666666667,0.492,0.00105,2,-11.927,1,0.0256,103.064,0.58,0.0,1.0,0.0,0.0,0.0,0.9473684210526315,0.42105263157894735,0.0,0.18421052631578946,0.18666666666666668,0.13333333333333333,0.3333333333333333,2.9473684210526314,2.736842105263158,5,0.38461538461538464,8,1.0593220338983051,4,0.0019335433973073617,7,True,False,False,False,False,False,0.07727264612913132,0.05201983451843262,0.025465847924351692,0.13447490334510803,0.002947699511423707,0.9970523118972778
