decade,year,artist,minor_percentage,major_percentage,circle_of_fifths_dist,circle_of_fifths_dist_largest_dist,acousticness,danceability,energy,loudness,tonic_percentage,supertonic_percentage,dominant_percentage,non_triad_chords_percentage,different_sections_count,get_added_seventh_use,get_added_sixth_use,power_chords,neither_chords,section_repetitions,i_to_v,v_to_i,chart_pos,spotify_popularity,genre,mode,tempo,valence,duration,chord_distances,chord_distances2,different_chords,different_progressions,different_notes,average_chord_count_per_bar,minor_or_major,chorus_repetitions
1980,1981,The Police,0.1144578313253012,0.7228915662650602,0.16666666666666669,0.5,0.121,0.558,0.768,-9.997,0.1746987951807229,0.0,0.4036144578313253,0.16265060240963855,5,0.04216867469879518,0.006024096385542169,0.030120481927710843,0.16265060240963855,2.6863873079712788e-05,0.09696969696969697,0.12727272727272726,3,74,pop.rock,1,81.909,0.429,260573,2.5,3.2951807228915664,18,0.6666666666666666,0.9166666666666666,1.146341463414634,0.3855421686746988,3
1980,1985,Kate Bush,0.4789915966386555,0.5210084033613446,0.0,0,0.659,0.625,0.533,-11.903,0.3865546218487395,0.0,0.0,0.0,7,0.025210084033613446,0.0,0.0,0.0,2.326818242255019e-05,0.0,0.0,30,88,pop,0,108.296,0.139,300840,2.823529411764706,0.0,5,0.15625,0.5833333333333334,1.1908396946564885,0.25210084033613445,5
1980,1985,Kate Bush,0.4789915966386555,0.5210084033613446,0.0,0,0.659,0.625,0.533,-11.903,0.3865546218487395,0.0,0.0,0.0,7,0.025210084033613446,0.0,0.0,0.0,2.326818242255019e-05,0.0,0.0,30,88,pop,0,108.296,0.139,300840,2.823529411764706,0.0,5,0.15625,0.5833333333333334,1.1908396946564885,0.25210084033613445,5
1960,1966,Nancy Sinatra,0.0,1.0,0.1111111111111111,0.3333333333333333,0.395,0.628,0.42,-10.547,0.6129032258064516,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,3.61156422866017e-05,0.0,0.0,1,66,pop,1,165.304,0.337,166133,2.7096774193548385,2.7096774193548385,3,0.625,0.5833333333333334,1.103448275862069,1.0,3
1960,1966,Nancy Sinatra,0.0,1.0,0.1111111111111111,0.3333333333333333,0.395,0.628,0.42,-10.547,0.6129032258064516,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,3.61156422866017e-05,0.0,0.0,1,66,pop,1,165.304,0.337,166133,2.7096774193548385,2.7096774193548385,3,0.625,0.5833333333333334,1.103448275862069,1.0,3
1970,1979,Earth; Wind & Fire,0.6518518518518519,0.2740740740740741,0.16666666666666669,0.8333333333333334,0.168,0.697,0.832,-7.264,0.1259259259259259,0.07407407407407407,0.1037037037037037,0.07407407407407407,3,0.05185185185185185,0.007407407407407408,0.0,0.07407407407407407,2.3245758811304876e-05,0.0,0.03731343283582089,8,83,soul,1,125.926,0.979,215093,3.311111111111111,3.7555555555555555,13,0.6875,0.75,2.1578947368421053,0.0,4
1970,1979,Earth; Wind & Fire,0.6518518518518519,0.2740740740740741,0.16666666666666669,0.8333333333333334,0.168,0.697,0.832,-7.264,0.1259259259259259,0.07407407407407407,0.1037037037037037,0.07407407407407407,3,0.05185185185185185,0.007407407407407408,0.0,0.07407407407407407,2.3245758811304876e-05,0.0,0.03731343283582089,8,83,soul,1,125.926,0.979,215093,3.311111111111111,3.7555555555555555,13,0.6875,0.75,2.1578947368421053,0.0,4
1970,1973,Steve Miller Band,0.0,0.9861111111111112,0.0,0,0.365,0.596,0.448,-9.616,0.2916666666666667,0.0,0.2222222222222222,0.013888888888888888,2,0.0,0.0,0.0,0.013888888888888888,2.6464628134168102e-05,0.0,0.013986013986013986,1,74,rock,1,83.293,0.796,264504,3.6875,3.6875,4,0.24074074074074073,0.5833333333333334,1.0,0.9861111111111112,2
1970,1973,Steve Miller Band,0.0,0.9861111111111112,0.0,0,0.365,0.596,0.448,-9.616,0.2916666666666667,0.0,0.2222222222222222,0.013888888888888888,2,0.0,0.0,0.0,0.013888888888888888,2.6464628134168102e-05,0.0,0.013986013986013986,1,74,rock,1,83.293,0.796,264504,3.6875,3.6875,4,0.24074074074074073,0.5833333333333334,1.0,0.9861111111111112,2
1970,1970,Simon & Garfunkel,0.0,1.0,0.0,0,0.357,0.755,0.876,-8.867,0.4563106796116505,0.0,0.17475728155339806,0.0,5,0.0,0.0,0.0,0.0,1.715982085147031e-05,0.16666666666666666,0.06862745098039216,4,74,rock,1,102.762,0.954,174827,4.563106796116505,4.563106796116505,3,0.41025641025641024,0.5833333333333334,1.3846153846153846,1.0,4
1970,1970,Simon & Garfunkel,0.0,1.0,0.0,0,0.357,0.755,0.876,-8.867,0.4563106796116505,0.0,0.17475728155339806,0.0,5,0.0,0.0,0.0,0.0,1.715982085147031e-05,0.16666666666666666,0.06862745098039216,4,74,rock,1,102.762,0.954,174827,4.563106796116505,4.563106796116505,3,0.41025641025641024,0.5833333333333334,1.3846153846153846,1.0,4
1970,1978,Bill Withers,0.25862068965517243,0.46551724137931033,0.11904761904761904,0.5,0.292,0.692,0.651,-8.267,0.21551724137931033,0.0,0.1896551724137931,0.27586206896551724,4,0.08620689655172414,0.0,0.0,0.27586206896551724,2.3570081709616595e-05,0.0,0.1565217391304348,30,77,soul,1,97.923,0.706,254560,3.146551724137931,3.146551724137931,14,0.48148148148148145,0.75,1.48,0.15517241379310345,3
1970,1978,Bill Withers,0.25862068965517243,0.46551724137931033,0.11904761904761904,0.5,0.292,0.692,0.651,-8.267,0.21551724137931033,0.0,0.1896551724137931,0.27586206896551724,4,0.08620689655172414,0.0,0.0,0.27586206896551724,2.3570081709616595e-05,0.0,0.1565217391304348,30,77,soul,1,97.923,0.706,254560,3.146551724137931,3.146551724137931,14,0.48148148148148145,0.75,1.48,0.15517241379310345,3
1960,1968,Simon & Garfunkel,0.26373626373626374,0.6263736263736264,0.3939393939393939,1.0,0.713,0.606,0.457,-14.035,0.21978021978021978,0.04395604395604396,0.13186813186813187,0.10989010989010989,3,0.054945054945054944,0.0,0.0989010989010989,0.10989010989010989,4.097907198793576e-05,0.0,0.13333333333333333,1,75,rock,0,92.033,0.813,244027,3.4505494505494507,3.340659340659341,11,0.8333333333333334,0.8333333333333334,1.0217391304347827,0.7032967032967034,4
1960,1968,Simon & Garfunkel,0.26373626373626374,0.6263736263736264,0.3939393939393939,1.0,0.713,0.606,0.457,-14.035,0.21978021978021978,0.04395604395604396,0.13186813186813187,0.10989010989010989,3,0.054945054945054944,0.0,0.0989010989010989,0.10989010989010989,4.097907198793576e-05,0.0,0.13333333333333333,1,75,rock,0,92.033,0.813,244027,3.4505494505494507,3.340659340659341,11,0.8333333333333334,0.8333333333333334,1.0217391304347827,0.7032967032967034,4
1970,1974,Lynyrd Skynyrd,0.0,0.92,0.047619047619047616,0.3333333333333333,0.181,0.596,0.605,-12.145,0.29333333333333333,0.0,0.29333333333333333,0.08,1,0.0,0.0,0.02666666666666667,0.08,4.228329809725158e-05,0.18791946308724833,0.0,8,82,rock,1,97.798,0.886,283800,3.7266666666666666,3.6733333333333333,7,0.3157894736842105,0.6666666666666666,1.9204545454545454,0.6533333333333333,4
1970,1974,Lynyrd Skynyrd,0.0,0.92,0.047619047619047616,0.3333333333333333,0.181,0.596,0.605,-12.145,0.29333333333333333,0.0,0.29333333333333333,0.08,1,0.0,0.0,0.02666666666666667,0.08,4.228329809725158e-05,0.18791946308724833,0.0,8,82,rock,1,97.798,0.886,283800,3.7266666666666666,3.6733333333333333,7,0.3157894736842105,0.6666666666666666,1.9204545454545454,0.6533333333333333,4
1990,1990,Kaoma,0.4895833333333333,0.5104166666666666,0.26666666666666666,0.3333333333333333,0.211,0.756,0.8,-5.158,0.3645833333333333,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,1.9280174678382586e-05,0.0,0.0,46,71,other,1,118.924,0.967,207467,3.1041666666666665,3.1041666666666665,5,0.6578947368421053,0.5833333333333334,1.0,1.0,0
1990,1990,Kaoma,0.4895833333333333,0.5104166666666666,0.26666666666666666,0.3333333333333333,0.211,0.756,0.8,-5.158,0.3645833333333333,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,1.9280174678382586e-05,0.0,0.0,46,71,other,1,118.924,0.967,207467,3.1041666666666665,3.1041666666666665,5,0.6578947368421053,0.5833333333333334,1.0,1.0,0
1980,1989,Tracy Chapman,0.21875,0.6458333333333334,0.0,0,0.0811,0.692,0.422,-10.533,0.25,0.0,0.4375,0.13541666666666666,4,0.041666666666666664,0.0,0.0,0.13541666666666666,2.589063794531897e-05,0.14736842105263157,0.21052631578947367,48,74,rock.soul,1,74.375,0.468,193120,3.2708333333333335,2.5416666666666665,10,0.5641025641025641,0.5833333333333334,1.8596491228070176,0.65625,3
1980,1989,Tracy Chapman,0.21875,0.6458333333333334,0.0,0,0.0811,0.692,0.422,-10.533,0.25,0.0,0.4375,0.13541666666666666,4,0.041666666666666664,0.0,0.0,0.13541666666666666,2.589063794531897e-05,0.14736842105263157,0.21052631578947367,48,74,rock.soul,1,74.375,0.468,193120,3.2708333333333335,2.5416666666666665,10,0.5641025641025641,0.5833333333333334,1.8596491228070176,0.65625,3
1970,1972,Looking Glass,0.31690140845070425,0.6408450704225352,0.29487179487179493,0.3333333333333333,0.396,0.716,0.625,-11.369,0.24647887323943662,0.0,0.08450704225352113,0.04225352112676056,4,0.04225352112676056,0.0,0.0,0.04225352112676056,2.6762727014831904e-05,0.0425531914893617,0.02127659574468085,1,75,pop,0,125.276,0.826,186827,3.704225352112676,3.1971830985915495,13,0.40816326530612246,0.6666666666666666,1.4845360824742269,0.7464788732394366,3
1970,1972,Looking Glass,0.31690140845070425,0.6408450704225352,0.29487179487179493,0.3333333333333333,0.396,0.716,0.625,-11.369,0.24647887323943662,0.0,0.08450704225352113,0.04225352112676056,4,0.04225352112676056,0.0,0.0,0.04225352112676056,2.6762727014831904e-05,0.0425531914893617,0.02127659574468085,1,75,pop,0,125.276,0.826,186827,3.704225352112676,3.1971830985915495,13,0.40816326530612246,0.6666666666666666,1.4845360824742269,0.7464788732394366,3
1960,1964,The Beatles,0.0,1.0,0.0,0,0.386,0.52,0.829,-6.228,0.5,0.0,0.078125,0.0,5,0.0,0.0,0.0,0.0,4.9402581637766154e-05,0.07936507936507936,0.015873015873015872,1,68,pop.rock,1,147.997,0.744,141693,4.5,4.5,3,0.4166666666666667,0.5833333333333334,1.035294117647059,1.0,0
1960,1964,The Beatles,0.0,1.0,0.0,0,0.386,0.52,0.829,-6.228,0.5,0.0,0.078125,0.0,5,0.0,0.0,0.0,0.0,4.9402581637766154e-05,0.07936507936507936,0.015873015873015872,1,68,pop.rock,1,147.997,0.744,141693,4.5,4.5,3,0.4166666666666667,0.5833333333333334,1.035294117647059,1.0,0
1980,1987,U2,0.225,0.575,0.0,0,0.000202,0.54,0.429,-11.822,0.2833333333333333,0.0,0.2,0.2,6,0.075,0.0,0.0,0.2,1.3535646124067732e-05,0.20168067226890757,0.0,1,79,pop.rock,1,110.171,0.113,295516,4.075,4.075,4,0.15789473684210525,0.5,1.0,0.2833333333333333,4
1980,1987,U2,0.225,0.575,0.0,0,0.000202,0.54,0.429,-11.822,0.2833333333333333,0.0,0.2,0.2,6,0.075,0.0,0.0,0.2,1.3535646124067732e-05,0.20168067226890757,0.0,1,79,pop.rock,1,110.171,0.113,295516,4.075,4.075,4,0.15789473684210525,0.5,1.0,0.2833333333333333,4
1960,1965,The Righteous Brothers,0.22950819672131148,0.7704918032786885,0.16666666666666669,0.8333333333333334,0.396,0.339,0.208,-16.725,0.26229508196721313,0.0,0.26229508196721313,0.0,3,0.01639344262295082,0.0,0.0,0.0,9.173764867232687e-06,0.03333333333333333,0.2,4,75,soul,1,98.54,0.288,218013,3.081967213114754,3.081967213114754,8,0.6181818181818182,0.8333333333333334,1.1206896551724137,0.9836065573770492,2
1960,1965,The Righteous Brothers,0.22950819672131148,0.7704918032786885,0.16666666666666669,0.8333333333333334,0.396,0.339,0.208,-16.725,0.26229508196721313,0.0,0.26229508196721313,0.0,3,0.01639344262295082,0.0,0.0,0.0,9.173764867232687e-06,0.03333333333333333,0.2,4,75,soul,1,98.54,0.288,218013,3.081967213114754,3.081967213114754,8,0.6181818181818182,0.8333333333333334,1.1206896551724137,0.9836065573770492,2
1960,1969,Creedence Clearwater Revival,0.0,1.0,0.0,0,0.0586,0.508,0.774,-5.973,0.4,0.0,0.26666666666666666,0.0,3,0.0,0.0,0.0,0.0,4.2372881355932206e-05,0.2702702702702703,0.0,2,79,rock,1,178.946,0.942,141600,3.8666666666666667,3.8666666666666667,3,0.20689655172413793,0.5833333333333334,1.1386138613861385,1.0,4
1960,1969,Creedence Clearwater Revival,0.0,1.0,0.0,0,0.0586,0.508,0.774,-5.973,0.4,0.0,0.26666666666666666,0.0,3,0.0,0.0,0.0,0.0,4.2372881355932206e-05,0.2702702702702703,0.0,2,79,rock,1,178.946,0.942,141600,3.8666666666666667,3.8666666666666667,3,0.20689655172413793,0.5833333333333334,1.1386138613861385,1.0,4
1960,1967,The Turtles,0.30952380952380953,0.6904761904761905,0.16666666666666666,0.5,0.55,0.584,0.367,-9.638,0.40476190476190477,0.0,0.2857142857142857,0.0,3,0.21428571428571427,0.0,0.0,0.0,3.970662476672358e-05,0.17073170731707318,0.2926829268292683,1,76,pop.rock,0,120.175,0.588,176293,3.2857142857142856,3.2857142857142856,7,0.5,0.8333333333333334,1.0,0.5952380952380952,2
1960,1967,The Turtles,0.30952380952380953,0.6904761904761905,0.16666666666666666,0.5,0.55,0.584,0.367,-9.638,0.40476190476190477,0.0,0.2857142857142857,0.0,3,0.21428571428571427,0.0,0.0,0.0,3.970662476672358e-05,0.17073170731707318,0.2926829268292683,1,76,pop.rock,0,120.175,0.588,176293,3.2857142857142856,3.2857142857142856,7,0.5,0.8333333333333334,1.0,0.5952380952380952,2
1980,1988,Eric Carmen,0.18831168831168832,0.7792207792207793,0.08823529411764706,0.8333333333333334,0.011,0.712,0.549,-9.484,0.24675324675324675,0.025974025974025976,0.2987012987012987,0.032467532467532464,7,0.025974025974025976,0.0,0.0,0.032467532467532464,2.3898003321822462e-05,0.006535947712418301,0.22875816993464052,4,75,pop,1,109.882,0.552,251067,3.292207792207792,3.1233766233766236,17,0.38823529411764707,0.6666666666666666,1.5357142857142858,0.7142857142857143,5
1980,1988,Eric Carmen,0.18831168831168832,0.7792207792207793,0.08823529411764706,0.8333333333333334,0.011,0.712,0.549,-9.484,0.24675324675324675,0.025974025974025976,0.2987012987012987,0.032467532467532464,7,0.025974025974025976,0.0,0.0,0.032467532467532464,2.3898003321822462e-05,0.006535947712418301,0.22875816993464052,4,75,pop,1,109.882,0.552,251067,3.292207792207792,3.1233766233766236,17,0.38823529411764707,0.6666666666666666,1.5357142857142858,0.7142857142857143,5
1960,1962,Bruce Channel,0.19491525423728814,0.788135593220339,0.21794871794871795,0.8333333333333334,0.359,0.515,0.623,-5.597,0.2966101694915254,0.025423728813559324,0.211864406779661,0.01694915254237288,3,0.0847457627118644,0.0,0.0,0.01694915254237288,4.873735439715374e-05,0.0,0.19658119658119658,1,62,rock,1,64.253,0.643,143627,4.1440677966101696,4.1440677966101696,13,0.42424242424242425,0.8333333333333334,1.6842105263157894,0.4067796610169492,5
1960,1962,Bruce Channel,0.19491525423728814,0.788135593220339,0.21794871794871795,0.8333333333333334,0.359,0.515,0.623,-5.597,0.2966101694915254,0.025423728813559324,0.211864406779661,0.01694915254237288,3,0.0847457627118644,0.0,0.0,0.01694915254237288,4.873735439715374e-05,0.0,0.19658119658119658,1,62,rock,1,64.253,0.643,143627,4.1440677966101696,4.1440677966101696,13,0.42424242424242425,0.8333333333333334,1.6842105263157894,0.4067796610169492,5
1970,1977,Commodores,0.4748201438848921,0.5251798561151079,0.2058823529411765,0.3333333333333333,0.112,0.589,0.384,-15.075,0.18705035971223022,0.0,0.02877697841726619,0.0,4,0.06474820143884892,0.0,0.0,0.0,1.9498726733144327e-05,0.0,0.0,4,74,soul,0,132.909,0.354,256427,3.2446043165467624,3.618705035971223,17,0.34782608695652173,1.0,1.380281690140845,0.2517985611510791,4
1970,1977,Commodores,0.4748201438848921,0.5251798561151079,0.2058823529411765,0.3333333333333333,0.112,0.589,0.384,-15.075,0.18705035971223022,0.0,0.02877697841726619,0.0,4,0.06474820143884892,0.0,0.0,0.0,1.9498726733144327e-05,0.0,0.0,4,74,soul,0,132.909,0.354,256427,3.2446043165467624,3.618705035971223,17,0.34782608695652173,1.0,1.380281690140845,0.2517985611510791,4
1980,1986,Paul Simon,0.0,0.7278911564625851,0.0,0,0.182,0.776,0.763,-8.124,0.25170068027210885,0.0,0.5,0.272108843537415,3,0.0,0.0,0.0,0.272108843537415,3.2142857142857144e-05,0.2525597269624573,0.24914675767918087,23,76,pop,1,128.433,0.82,280000,3.493197278911565,3.493197278911565,4,0.1103448275862069,0.5833333333333334,1.9731543624161074,0.7278911564625851,3
1980,1986,Paul Simon,0.0,0.7278911564625851,0.0,0,0.182,0.776,0.763,-8.124,0.25170068027210885,0.0,0.5,0.272108843537415,3,0.0,0.0,0.0,0.272108843537415,3.2142857142857144e-05,0.2525597269624573,0.24914675767918087,23,76,pop,1,128.433,0.82,280000,3.493197278911565,3.493197278911565,4,0.1103448275862069,0.5833333333333334,1.9731543624161074,0.7278911564625851,3
1980,1983,Michael Jackson,0.44,0.528,0.08333333333333333,0.16666666666666666,0.0491,0.779,0.867,-3.704,0.44,0.0,0.0,0.032,5,0.0,0.0,0.0,0.032,1.5501472639900792e-05,0.0,0.0,1,82,pop.rock,0,138.858,0.915,258040,2.0,2.0,6,0.23333333333333334,0.8333333333333334,0.96,0.968,3
1980,1983,Michael Jackson,0.44,0.528,0.08333333333333333,0.16666666666666666,0.0491,0.779,0.867,-3.704,0.44,0.0,0.0,0.032,5,0.0,0.0,0.0,0.032,1.5501472639900792e-05,0.0,0.0,1,82,pop.rock,0,138.858,0.915,258040,2.0,2.0,6,0.23333333333333334,0.8333333333333334,0.96,0.968,3
1980,1982,Soft Cell,0.07913669064748201,0.0,0.0,0,0.462,0.5,0.501,-8.284,0.3597122302158273,0.0,0.0,0.920863309352518,4,0.0,0.0,0.0,0.920863309352518,3.9011703511053317e-05,0.0,0.0,8,79,pop,0,144.438,0.623,153800,3.3884892086330933,3.776978417266187,6,0.3584905660377358,0.4166666666666667,2.84,0.014388489208633094,2
1980,1982,Soft Cell,0.07913669064748201,0.0,0.0,0,0.462,0.5,0.501,-8.284,0.3597122302158273,0.0,0.0,0.920863309352518,4,0.0,0.0,0.0,0.920863309352518,3.9011703511053317e-05,0.0,0.0,8,79,pop,0,144.438,0.623,153800,3.3884892086330933,3.776978417266187,6,0.3584905660377358,0.4166666666666667,2.84,0.014388489208633094,2
1990,1991,Marc Cohn,0.11894273127753303,0.3524229074889868,0.14583333333333334,0.8333333333333334,0.545,0.567,0.512,-8.831,0.32158590308370044,0.0,0.19383259911894274,0.5330396475770925,7,0.02643171806167401,0.0,0.01762114537444934,0.5286343612334802,0.0,0.0,0.168141592920354,13,72,pop.rock,1,130.271,0.334,252613,3.1674008810572687,3.202643171806167,16,0.20658682634730538,0.9166666666666666,1.7890625,0.34801762114537443,2
1990,1991,Marc Cohn,0.11894273127753303,0.3524229074889868,0.14583333333333334,0.8333333333333334,0.545,0.567,0.512,-8.831,0.32158590308370044,0.0,0.19383259911894274,0.5330396475770925,7,0.02643171806167401,0.0,0.01762114537444934,0.5286343612334802,0.0,0.0,0.168141592920354,13,72,pop.rock,1,130.271,0.334,252613,3.1674008810572687,3.202643171806167,16,0.20658682634730538,0.9166666666666666,1.7890625,0.34801762114537443,2
1950,1958,Peggy Lee,0.6346153846153846,0.36538461538461536,0.25,0.5,0.23,0.838,0.171,-12.614,0.25,0.0,0.1346153846153846,0.0,5,0.2692307692307692,0.0,0.0,0.0,4.5090180360721445e-05,0.13725490196078433,0.13725490196078433,8,60,other,0,135.925,0.397,199600,3.6923076923076925,3.6923076923076925,6,0.5555555555555556,0.9166666666666666,4.0,0.6346153846153846,5
1950,1958,Peggy Lee,0.6346153846153846,0.36538461538461536,0.25,0.5,0.23,0.838,0.171,-12.614,0.25,0.0,0.1346153846153846,0.0,5,0.2692307692307692,0.0,0.0,0.0,4.5090180360721445e-05,0.13725490196078433,0.13725490196078433,8,60,other,0,135.925,0.397,199600,3.6923076923076925,3.6923076923076925,6,0.5555555555555556,0.9166666666666666,4.0,0.6346153846153846,5
1960,1963,The Ronettes,0.21052631578947367,0.7894736842105263,0.18518518518518517,0.8333333333333334,0.181,0.511,0.769,-7.032,0.23684210526315788,0.05263157894736842,0.2631578947368421,0.0,4,0.18421052631578946,0.0,0.0,0.0,4.350339015704724e-05,0.0,0.1891891891891892,2,69,pop.soul,1,129.657,0.818,160907,3.6052631578947367,3.6052631578947367,9,0.631578947368421,0.8333333333333334,0.9459459459459459,0.7105263157894737,5
1960,1963,The Ronettes,0.21052631578947367,0.7894736842105263,0.18518518518518517,0.8333333333333334,0.181,0.511,0.769,-7.032,0.23684210526315788,0.05263157894736842,0.2631578947368421,0.0,4,0.18421052631578946,0.0,0.0,0.0,4.350339015704724e-05,0.0,0.1891891891891892,2,69,pop.soul,1,129.657,0.818,160907,3.6052631578947367,3.6052631578947367,9,0.631578947368421,0.8333333333333334,0.9459459459459459,0.7105263157894737,5
1960,1960,Marty Robbins,0.345679012345679,0.654320987654321,0.29166666666666663,0.3333333333333333,0.803,0.726,0.474,-7.834,0.41975308641975306,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,2.545252467834372e-05,0.0,0.0,26,68,country,0,116.027,0.57,235733,3.432098765432099,3.432098765432099,4,0.7857142857142857,0.5833333333333334,1.0,1.0,0
1960,1960,Marty Robbins,0.345679012345679,0.654320987654321,0.29166666666666663,0.3333333333333333,0.803,0.726,0.474,-7.834,0.41975308641975306,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,2.545252467834372e-05,0.0,0.0,26,68,country,0,116.027,0.57,235733,3.432098765432099,3.432098765432099,4,0.7857142857142857,0.5833333333333334,1.0,1.0,0
1970,1975,Eagles,0.20481927710843373,0.7951807228915663,0.11666666666666667,0.8333333333333334,0.203,0.669,0.673,-9.754,0.41566265060240964,0.018072289156626505,0.13855421686746988,0.0,4,0.08433734939759036,0.0,0.0,0.0,2.6178079000206807e-05,0.0,0.1393939393939394,2,67,rock,1,132.68,0.867,381999,3.325301204819277,3.144578313253012,10,0.7567567567567568,0.75,1.0192307692307692,0.6927710843373494,3
1970,1975,Eagles,0.20481927710843373,0.7951807228915663,0.11666666666666667,0.8333333333333334,0.203,0.669,0.673,-9.754,0.41566265060240964,0.018072289156626505,0.13855421686746988,0.0,4,0.08433734939759036,0.0,0.0,0.0,2.6178079000206807e-05,0.0,0.1393939393939394,2,67,rock,1,132.68,0.867,381999,3.325301204819277,3.144578313253012,10,0.7567567567567568,0.75,1.0192307692307692,0.6927710843373494,3
