,id,artists,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
40,6zeE5tKyr8Nu882DQhhSQI,Kansas,Dust in the Wind,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,206267,4
41,5IMtdHjJ1OtkxbGe4zfUxQ,Rupert Holmes,Escape (The Pina Colada Song),0.836,0.509,0,-13.668,1,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,276493,4
42,1fDsrQ23eTAVFElUMaf38X,Don McLean,American Pie,0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,0.491,138.45,516893,4
43,5ihS6UUlyQAfmp48eSkxuQ,Fleetwood Mac,Landslide,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493,4
44,5LxvwujISqiB8vpRYv887S,The Jackson 5,I Want You Back,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,176333,4
45,6KTv0Z8BmVqM7DPxbGzpVC,KISS,Rock And Roll All Nite,0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,0.902,144.774,168840,4
46,0bRXwKfigvpKZUurwqAlEh,Bill Withers,Lovely Day,0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,254560,4
47,3Vby4nGmtbDo7HDJamOWkT,Stealers Wheel,Stuck In The Middle With You,0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,208947,4
48,70C4NyhjD5OZUMzvWZ3njJ,Billy Joel,Piano Man,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,339000,3
49,6JRLFiX9NJSoRRKxowlBYr,Bob Marley & The Wailers,Is This Love,0.776,0.559,6,-8.375,0,0.103,0.11,0.0,0.0671,0.758,122.242,232200,4
50,1HOMkjp0nHMaTnfAkslCQj,The Knack,My Sharona,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,295400,4
51,7pKfPomDEeI4TPT6EOYjn9,John Lennon,Imagine - Remastered 2010,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,187867,4
52,6ztstiyZL6FXzh4aG46ZPD,"Earth, Wind & Fire & The Emotions",Boogie Wonderland,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,288293,4
53,70YvYr2hGlS01bKRIho1HM,ZZ Top,La Grange - 2005 Remaster,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,230480,4
54,7GVUmCP00eSsqc4tzj1sDD,Redbone,Come and Get Your Love - Single Version,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,205933,4
55,4gMgiXfqyzZLMhsksGmbQV,Pink Floyd,"Another Brick in the Wall, Pt. 2",0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,238747,4
56,54eZmuggBFJbV7k248bTTt,America & George Martin,A Horse with No Name,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240,4
57,3qiyyUfYe7CRYLucrPmulD,The Who,Baba O'Riley,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,300400,4
58,43DeSV93pJPT4lCZaWZ6b1,Thin Lizzy,The Boys Are Back In Town,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,266720,4
59,46eu3SBuFCXWsPT39Yg3tJ,Michael Jackson,Don't Stop 'Til You Get Enough,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,365467,4
60,5QTxFnGygVM4jFQiBovmRo,Blue Öyster Cult,(Don't Fear) The Reaper,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,308120,4
61,7Ar4G7Ci11gpt6sfH9Cgz5,The Doobie Brothers,Listen to the Music,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,227267,4
62,2eF8pWbiivYsYRpbntYsnc,Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",0.675,0.597,5,-11.329,1,0.0337,0.0534,0.0,0.0986,0.828,108.875,161160,4
63,0pQskrTITgmCMyr85tb9qq,David Bowie,Starman - 2012 Remaster,0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,254293,4
64,762B4bOcXF7I2Y8UlKTyTy,ABBA,Chiquitita,0.5,0.554,9,-8.108,1,0.0354,0.734,3.72e-06,0.312,0.372,84.229,326320,4
65,7zMUCLm1TN9o9JlLISztxO,Elvis Presley,Burning Love,0.66,0.748,2,-11.206,1,0.0284,0.0993,0.00585,0.283,0.972,143.549,170293,4
66,2BY7ALEWdloFHgQZG6VMLA,Looking Glass,Brandy (You're a Fine Girl),0.716,0.625,1,-11.369,0,0.0601,0.396,1.97e-05,0.134,0.826,125.276,186827,4
67,5SZ6zX4rOrEQferfFC2MfP,Aerosmith,Walk This Way,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4
68,2kkvB3RNRzwjFdGhaUA0tz,Derek & The Dominos,Layla,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,423840,4
69,1QbOvACeYanja5pbnJbAmk,John Denver,"Take Me Home, Country Roads",0.38,0.43,9,-12.564,1,0.0288,0.546,1.71e-05,0.188,0.547,82.204,197813,4
70,7oOOI85fVQvVnK5ynNMdW7,Michael Jackson,Rock with You - Single Version,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,220627,4
71,1bp2IO61zbQrbWNmKKxg3f,Steve Miller Band,The Joker,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,264504,4
72,6XUHsYE38CEbYunT983O9G,Supertramp,Give A Little Bit,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,248173,4
73,1oYYd2gnWZYrt89EBXdFiO,The Police,Message In A Bottle,0.577,0.808,1,-7.04,0,0.039,0.0338,1.33e-05,0.221,0.869,151.008,290280,4
74,2gE95JskwQ1pCACTpGe1Db,Creedence Clearwater Revival,Down On The Corner,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,166280,4
75,5Wj1rJnCLpMHdLaxsFtJLs,Elton John,Bennie And The Jets - Remastered 2014,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,322549,4
76,2Xb6wJYGi0QXwURw5WWvI5,Gerry Rafferty,Right Down the Line,0.783,0.322,0,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226,267773,4
77,2DnJjbjNTV9Nd5NOa1KGba,Carly Simon,You're so Vain,0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,258411,4
78,24NwBd5vZ2CK8VOQVnqdxr,Aerosmith,Sweet Emotion,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133,4
79,0KMGxYKeUzK9wc5DZCt3HT,Chicago,If You Leave Me Now,0.434,0.563,11,-6.784,1,0.0268,0.0197,0.000824,0.128,0.275,104.183,235373,4
80,5EOoMWIB9iK4ZpcSex9Ec7,Bob Seger,Old Time Rock & Roll,0.714,0.937,6,-2.947,1,0.0399,0.206,0.0,0.0731,0.964,124.13,194147,4
81,63xdwScd1Ai1GigAwQxE8y,Al Green,Let's Stay Together,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,199396,4
82,4KfSdst7rW39C0sfhArdrz,Heart,Barracuda,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,261933,4
83,15BQ7vEDv2LJuh8TxWIhtd,Iggy Pop,The Passenger,0.498,0.889,0,-5.413,1,0.0546,0.0947,1.62e-06,0.733,0.696,134.88,283360,4
84,7tFiyTwD0nx5a1eklYtX2J,Queen,Bohemian Rhapsody - Remastered 2011,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,354320,4
85,6QhXQOpyYvbpdbyjgAqKdY,Simon & Garfunkel,Cecilia,0.755,0.876,0,-8.867,1,0.0362,0.357,5.17e-06,0.22,0.954,102.762,174827,4
86,6Ac4NVYYl2U73QiTt11ZKd,Blue Swede & Björn Skifs,Hooked On A Feeling,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,172867,4
87,1hQFF33xi8ruavZNyovtUN,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,197147,4
88,1I7zHEdDx8Ny5RxzYPqsU2,Steely Dan,Reelin' In The Years,0.523,0.758,2,-9.81,1,0.0403,0.133,0.0,0.0952,0.766,135.437,277267,4
89,7MRyJPksH3G2cXHN8UKYzP,Tom Petty and the Heartbreakers,American Girl,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,214733,4
90,7hQJA50XrCWABAu5v6QZ4i,Queen,Don't Stop Me Now - Remastered 2011,0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,209413,4
91,5LyfiK6iXEIBNEtcaGKohl,Bob Marley & The Wailers,Jamming,0.935,0.479,11,-10.981,0,0.306,0.107,5.25e-05,0.118,0.773,123.644,211000,4
92,476V2d6iA2tWXgQboKmTtA,Yusuf / Cat Stevens,Father And Son,0.495,0.326,7,-12.29,1,0.0365,0.541,8.85e-05,0.0996,0.371,136.243,221120,4
93,0q21FNwES2bbtcduB6kjEU,King Harvest,Dancing in the Moonlight,0.657,0.435,10,-15.707,1,0.0552,0.739,0.0,0.167,0.771,135.975,181133,4
94,2SpEHTbUuebeLkgs9QB7Ue,Dolly Parton,Jolene,0.674,0.537,1,-10.971,0,0.0363,0.566,0.0,0.131,0.809,110.578,161533,4
95,77oU2rjC5XbjQfNe3bD6so,The Rolling Stones,Beast Of Burden - Remastered 1994,0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,265173,4
96,14XWXWv5FoCbFzLksawpEe,The Doors,Riders on the Storm,0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,434720,4
97,1B5Tp2Ml9nLlmTSJx8xVfI,Elvis Presley,Always On My Mind,0.358,0.387,7,-14.342,1,0.0324,0.746,0.0121,0.119,0.495,181.183,218440,4
98,2EC9IJj7g0mN1Q5VrZkiYY,David Bowie,Rebel Rebel - 2016 Remaster,0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,274747,4
99,72ahyckBJfTigJCFCviVN7,Electric Light Orchestra,Don't Bring Me Down,0.638,0.867,2,-6.469,1,0.0331,0.144,0.000733,0.0846,0.805,115.692,243373,4
100,5p3JunprHCxClJjOmcLV8G,Lou Reed,Walk On the Wild Side,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,254173,4
101,4bEb3KE4mSKlTFjtWJQBqO,Fleetwood Mac,Don't Stop - 2004 Remaster,0.671,0.71,9,-7.724,1,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,193347,4
102,6hTcuIQa0sxrrByu9wTD7s,Bruce Springsteen,Born to Run,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,269920,4
103,5YSI1311X8t31PBjkBG4CZ,Kate Bush,Wuthering Heights,0.481,0.392,1,-11.381,1,0.0312,0.366,0.0452,0.124,0.52,124.572,269067,4
104,1YYhDizHx7PnDhAhko6cDS,John Denver,"Take Me Home, Country Roads",0.462,0.395,9,-9.376,1,0.0264,0.758,0.0,0.121,0.625,82.259,190160,4
105,714hERk9U1W8FMYkoC83CO,Hot Chocolate,You Sexy Thing,0.791,0.733,5,-5.465,1,0.0633,0.523,0.0016,0.167,0.962,105.853,244920,4
106,6mHOcVtsHLMuesJkswc0GZ,Supertramp,The Logical Song - Remastered 2010,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,251253,4
107,6gXrEUzibufX9xYPk3HD5p,Eagles,Life in the Fast Lane - 2013 Remaster,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,286220,4
108,5RgFlk1fcClZd0Y4SGYhqH,Billy Joel,She's Always a Woman,0.292,0.324,3,-11.996,1,0.0346,0.797,0.000473,0.12,0.384,176.631,201373,3
109,5jzma6gCzYtKB1DbEwFZKH,The Clash,London Calling - Remastered,0.651,0.801,0,-7.34,1,0.0514,0.123,0.0,0.0825,0.776,133.769,200480,4
110,3lh3iiiJeiBXHSZw6u0kh6,Van Morrison,Into the Mystic - 2013 Remaster,0.608,0.524,8,-10.266,1,0.0309,0.367,0.00254,0.115,0.797,86.204,205613,4
111,3RNyGLgSvmVRZ7xKUp8Wgd,Mungo Jerry,In the Summertime,0.642,0.65,4,-8.567,1,0.0623,0.66,0.0,0.14,0.973,164.421,215800,4
112,0PDCewmZCp0P5s00bptcdd,Natalie Cole,This Will Be (An Everlasting Love),0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.0295,0.896,126.739,171960,4
113,0HOrDVS349XFcpCYsO2hAP,Bachman-Turner Overdrive,You Ain't Seen Nothing Yet,0.475,0.439,11,-15.039,0,0.0427,0.000146,0.000277,0.223,0.76,118.392,234867,4
114,3XIEWK1V9n25PS9Vb6axj5,Patrick Hernandez,Born to Be Alive - The Original,0.704,0.868,2,-5.808,1,0.0315,0.0834,0.0,0.206,0.808,131.468,188133,4
115,6HSXNV0b4M4cLJ7ljgVVeh,Bob Dylan,Knockin' On Heaven's Door,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,149880,4
116,4z7maGZkAonDlXlwo8q69f,Rod Stewart,Da Ya Think I'm Sexy?,0.715,0.689,2,-8.065,0,0.029,0.0143,0.000192,0.111,0.852,111.504,331333,4
117,1GcVa4jFySlun4jLSuMhiq,The Rolling Stones,Angie,0.429,0.554,9,-6.128,0,0.0291,0.67,0.000152,0.105,0.407,136.302,272000,4
118,6kooDsorCpWVMGc994XjWN,Ram Jam,Black Betty,0.465,0.907,11,-6.404,0,0.113,0.0241,0.00118,0.13,0.681,117.293,238973,4
119,4nXkbcTj3nyww1cHkw5RAP,The Doobie Brothers,Long Train Runnin',0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,207267,4
120,5IKLwqBQG6KU6MP2zP80Nu,Sister Sledge,We Are Family - 1995 Remaster,0.784,0.893,7,-5.153,0,0.0923,0.3,1.57e-05,0.272,0.819,118.738,216733,4
121,1oht5GevPN9t1T3kG1m1GO,James Taylor,Fire and Rain - 2019 Remaster,0.597,0.271,5,-17.293,1,0.0394,0.766,0.0119,0.0933,0.338,76.271,203613,4
122,4ZoBC5MhSEzuknIgAkBaoT,Billy Joel,My Life,0.741,0.647,2,-12.878,1,0.0427,0.108,0.00139,0.0555,0.804,131.097,284000,4
123,6SR0dDuXH2vtgBfMLrivKV,Bob Marley & The Wailers,One Love / People Get Ready - Medley,0.67,0.516,10,-9.598,1,0.366,0.0673,0.0,0.0674,0.939,154.186,172933,4
124,4pNiE4LCVV74vfIBaUHm1b,Stevie Wonder,Sir Duke,0.588,0.568,6,-9.766,1,0.0672,0.16,0.0,0.0792,0.952,106.938,232760,4
125,3WMbD1OyfKuwWDWMNbPQ4g,Boney M.,Daddy Cool,0.763,0.777,5,-6.932,0,0.0364,0.281,0.79,0.134,0.929,124.431,208600,4
126,3gsCAGsWr6pUm1Vy7CPPob,Roberta Flack,Killing Me Softly With His Song,0.476,0.381,5,-10.238,0,0.0342,0.727,0.0,0.0614,0.33,121.948,286920,4
127,3qI94hINNNeb4S7xQi18lS,The Jacksons,Blame It on the Boogie,0.774,0.641,1,-10.193,1,0.0799,0.0765,0.0,0.0867,0.875,113.256,214200,4
128,6rovOdp3HgK1DeAMYDzoA7,Rod Stewart,Maggie May,0.605,0.574,2,-10.536,1,0.0377,0.559,0.113,0.0684,0.543,129.449,350267,4
129,0cKk8BKEi7zXbdrYdyqBP5,The Who,Behind Blue Eyes,0.394,0.622,4,-8.258,0,0.0336,0.213,4.45e-05,0.0892,0.342,126.844,221427,4
130,6Vjk8MNXpQpi0F4BefdTyq,Led Zeppelin,Kashmir - Remaster,0.483,0.615,2,-8.538,1,0.0497,0.452,0.000414,0.0512,0.594,80.576,517125,3
131,5HQEmiV2lKnSO6qa2fsR7x,10cc,I'm Not In Love,0.404,0.523,4,-15.7,1,0.0575,0.685,0.000498,0.282,0.164,133.738,366640,4
132,7MF7QAodbGzNYav5ZfIhAY,Gladys Knight & The Pips,Midnight Train to Georgia,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,279333,4
133,608xszaAxVh4m7NcKJiAbF,Eagles,One of These Nights - 2013 Remaster,0.655,0.606,7,-10.385,1,0.0285,0.0603,0.0789,0.0757,0.765,110.061,291686,4
134,3uz0O62HqYoyRiWZjS61KK,KISS,Detroit Rock City,0.479,0.847,0,-11.036,0,0.0984,0.00884,0.000206,0.144,0.317,90.654,228560,4
135,49MHCPzvMLXhRjDantBMVH,Billy Joel,Just the Way You Are,0.589,0.453,7,-8.912,1,0.0397,0.703,2.54e-05,0.134,0.513,139.148,290573,4
136,2g7gviEeJr6pyxO7G35EWQ,Meat Loaf,Paradise By the Dashboard Light,0.326,0.872,2,-7.602,1,0.122,0.214,0.0,0.461,0.492,173.381,508333,4
137,4fUU9WKxEgJXyrZJsUA2iP,The Marshall Tucker Band,Can't You See,0.406,0.713,7,-5.49,1,0.0348,0.276,0.00354,0.112,0.577,164.444,365093,4
138,1H4idkmruFoJBg1DvUv2tY,Wings,Band On The Run - Remastered 2010,0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966,313027,4
139,76TZCvJ8GitQ2FA1q5dKu0,Simon & Garfunkel,The Boxer,0.439,0.488,11,-14.464,1,0.0615,0.702,0.000339,0.16,0.629,93.017,308520,4
140,28285KFbyCq8sJofn58qlD,The O'Jays,Love Train,0.743,0.572,0,-9.627,1,0.0493,0.186,1.44e-05,0.163,0.675,122.658,178400,4
141,4UDmDIqJIbrW0hMBQMFOsM,Bee Gees,Stayin' Alive,0.707,0.535,10,-19.793,0,0.0436,0.113,0.00615,0.0884,0.641,103.644,92867,4
142,2yBVeksU2EtrPJbTu4ZslK,The Doobie Brothers,What a Fool Believes,0.758,0.378,8,-15.308,0,0.0449,0.284,0.0,0.049,0.985,120.736,223867,4
143,2M2WJ7gBlcKNxdhyfPp9zY,The Emotions,Best of My Love,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,220560,4
144,0UAJH0k4k3slcE83a9UGCe,The Kinks,Lola,0.474,0.917,9,-4.19,1,0.0395,0.582,0.231,0.201,0.902,152.113,241040,4
145,1IqFh00G2kvvMm8pRMpehA,Janis Joplin,Me and Bobby McGee,0.43,0.463,2,-10.96,1,0.0442,0.303,5.84e-05,0.152,0.66,93.405,271333,4
146,0s1aSsYlLIEiy16LjFWbdp,Steely Dan,Dirty Work,0.631,0.354,1,-11.112,1,0.0313,0.795,0.000107,0.0879,0.522,73.007,188693,4
147,3M8FzayQWtkvOhqMn2V4T2,Bill Withers,Lean on Me,0.619,0.22,0,-13.843,1,0.0672,0.782,1.19e-05,0.124,0.426,75.143,258835,4
148,6l8EbYRtQMgKOyc1gcDHF9,Simon & Garfunkel,Bridge Over Troubled Water,0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764,293120,4
149,3ZE3wv8V3w2T2f7nOCjV0N,David Bowie,Life on Mars? - 2015 Remaster,0.442,0.384,10,-14.635,1,0.0414,0.639,7.7e-05,0.0539,0.216,123.281,235987,4
