,id,artists,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
81,2Foc5Q5nqNiosCNqttzHof,Daft Punk & Pharrell Williams & Nile Rodgers,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413,4
82,0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,4
83,60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Streets,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,226987,4
84,6Z8R6UsFuGXGtiIxiD8ISb,Capital Cities,Safe And Sound,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790,5
85,76hfruVvmfQbw0eYn1nmeC,DNCE,Cake By The Ocean,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,219147,4
86,0SiywuOBRcynK0uKGWdCnn,Lady Gaga,Bad Romance,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,4
87,4nVBt6MZDDP6tRVdQTgxJg,One Direction,Story of My Life,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,245493,4
88,3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,SAD!,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
89,2GiJYvgVaD2HtM8GqD9EgQ,BØRNS,Electric Love,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,4
90,2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,4
91,4gbVRS8gloEluzf0GzDOFc,Maroon 5,Maps,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,4
92,2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,4
93,2nMeu6UenVvwUktBCpLMK9,Lana Del Rey,Young And Beautiful,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053,4
94,2gMXnyrvIjhVBUZwvLZDMP,Lewis Capaldi,Before You Go,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,4
95,15JINEqzVMv3SvJTAXAKED,Eminem & Rihanna,Love The Way You Lie,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,263373,4
96,3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,"thank u, next",0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,207320,4
97,3bidbhpOYeV4knp8AIu8Xn,Macklemore & Ryan Lewis & Macklemore & Ryan Lewis & Ray Dalton,Can't Hold Us (feat. Ray Dalton),0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,4
98,3GCdLUSnKSMJhs4Tj6CV3s,Kendrick Lamar & SZA,All The Stars (with SZA),0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4
99,7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,XO Tour Llif3,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707,4
100,2Z8WuEywRWYTKe1NybPQEW,Twenty One Pilots,Ride,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4
101,4QNpBfC0zvjKqPJcyqBy9W,Pitbull & Ne-Yo & Afrojack & Nayer,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,252307,4
102,0FDzzruyVECATHXKHFs9eJ,Coldplay,A Sky Full of Stars,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867,4
103,3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,184516,3
104,6FE2iI43OZnszFLuLtvvmg,MKTO,Classic,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,175427,4
105,4QtiVmuA88tPQiCOHZuQ5b,Sofía Reyes & Jason Derulo & De La Ghetto,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",0.792,0.895,1,-3.112,0,0.0589,0.165,0.0,0.0501,0.794,94.968,201526,4
106,5cF0dROlMOK5uNZtivgu50,Charlie Puth,Attention,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787,4
107,3uwnnTQcHM1rDqSfA4gQNz,Demi Lovato,Cool for the Summer,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,214740,4
108,3B54sVLJ402zGa6Xm4YGNe,French Montana & Swae Lee,Unforgettable,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4
109,3AVrVz5rK8Hrqo9YGiVGN5,Cigarettes After Sex,Apocalypse,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473,290147,4
110,5oO3drDxtziYU2H1X23ZIp,Rihanna,Love On The Brain,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,3
111,6epn3r7S14KUqlReYr77hA,Justin Bieber & Ludacris,Baby,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,214240,4
112,0qOnSQQF0yzuPWsXrQ9paz,Gym Class Heroes & Adam Levine,Stereo Hearts (feat. Adam Levine),0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,4
113,161DnLWsx1i3u1JT05lzqU,Bruno Mars,Talking to the Moon,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,217867,4
114,2JzZzZUQj3Qff7wapcbKjc,Wiz Khalifa & Charlie Puth,See You Again (feat. Charlie Puth),0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526,4
115,3cHyrEgdyYRjgJKSOiOtcS,Pitbull & Kesha,Timber (feat. Ke$ha),0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,4
116,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,High Hopes,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,190947,4
117,3a1lNhkSLSkpJE4MSHpDu9,Post Malone & Quavo,Congratulations,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,220293,4
118,1NZs6n6hl8UuMaX0UC0YTz,Lana Del Rey,Brooklyn Baby,0.404,0.664,1,-6.698,1,0.0407,0.542,0.00402,0.11,0.0949,107.747,351640,4
119,2FY7b99s15jUprqC0M5NCT,Imagine Dragons,Natural,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,4
120,2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,2002,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,186987,4
121,22VdIZQfgXJea34mQxlt81,The Weeknd,Can't Feel My Face,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,213520,4
122,2tnVG71enUj33Ic2nFN6kZ,Regard,Ride It,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,4
123,6PGoSes0D9eUDeeAafB2As,Kendrick Lamar & Zacari,LOVE. FEAT. ZACARI.,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,213400,4
124,0NlGoUyOJSuSHmngoibVAs,Kodaline,All I Want,0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376,305747,3
125,6i0V12jOa3mr6uu4WYhUBr,Twenty One Pilots,Heathens,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,4
126,60nZcImufyMA1MKQY3dcCH,Pharrell Williams,"Happy - From ""Despicable Me 2""",0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,232720,4
127,2AT8iROs4FQueDv2c8q2KE,Arctic Monkeys,R U Mine?,0.288,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094,201726,4
128,0Oqc0kKFsQ6MhFOLBNZIGX,Lana Del Rey,Doin' Time,0.641,0.559,7,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193,4
129,0HPD5WQqrq7wPWR7P7Dw1i,Kesha,TiK ToK,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,199693,4
130,0azC730Exh71aQlOt9Zj3y,Calvin Harris & Rihanna,This Is What You Came For,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,4
131,6RtPijgfPKROxEzTHNRiDp,MAGIC!,Rude,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,224840,4
132,0AS63m1wHv9n4VVRizK6Hc,Shawn Mendes,Mercy,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,208733,4
133,7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267,4
134,1yvMUkIOTeUNtNWlWRgANS,Sia,Unstoppable,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,217747,4
135,2iuZJX9X9P0GKaE93xcPjk,Maroon 5,Sugar,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,4
136,2ekn2ttSfGqwhhate0LSR0,Dua Lipa,New Rules,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4
137,2bJvI42r8EF3wxjOuDav4r,Pitbull & Ne-Yo,Time of Our Lives,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,229360,4
138,6Qn5zhYkTa37e91HC1D7lb,Imagine Dragons,Whatever It Takes,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,201240,4
139,1gihuPhrLraKYrJMAEONyc,Calvin Harris,Feel So Close - Radio Edit,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,206413,4
140,7vGuf3Y35N4wmASOKLUVVU,Marshmello & Khalid,Silence,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4
141,6h5PAsRni4IRlxWr6uDPTP,Axwell /\ Ingrosso,More Than You Know,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,203000,4
142,2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4
143,1mKXFLRA179hdOWQBwUk9e,P!nk & Nate Ruess,Just Give Me a Reason (feat. Nate Ruess),0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,4
144,1rfofaqEpACxVEHIZBJe6W,Camila Cabello & Young Thug,Havana (feat. Young Thug),0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4
145,7DnAm9FOTWE3cUvso43HhI,Ava Max,Sweet but Psycho,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,187436,4
146,22vgEDb5hykfaTwLuskFGD,Jonas Brothers,Sucker,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,181027,4
147,7Ie9W94M7OjPoZVV216Xus,Eminem,Not Afraid,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,248133,5
148,5bcTCxgc7xVfSaMV3RuVke,Calvin Harris & Pharrell Williams & Katy Perry & Big Sean & Funk Wav,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413,4
149,6lanRgr6wXibZr8KgzXxBl,Christina Perri,A Thousand Years,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,285120,3
