,id,artists,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
19,57iDDD9N9tTWe75x6qhStw,The Verve,Bitter Sweet Symphony,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,357267,4
20,3cfOd4CMv2snFaKAnMdnvK,Smash Mouth,All Star,0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,200373,4
21,5ghIJDpPoe3CfHMGu71E6T,Nirvana,Smells Like Teen Spirit,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,4
22,1KGi9sZVMeszgZOWivFpxs,TLC,No Scrubs,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400,4
23,3d9DChrdc6BOeFsbrZ3Is0,Red Hot Chili Peppers,Under the Bridge,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,4
24,4EchqUKQ3qAQuRNKmeIpnf,The Offspring,The Kids Aren't Alright,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,180160,4
25,3ovjw5HZZv43SxTwApooCM,Scorpions,Wind Of Change,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,312360,4
26,4JiEyzf0Md7KEFFGWDDdCr,Guns N' Roses,Knockin' On Heaven's Door,0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41,336000,4
27,3WkibOpDF7cQ5xntM1epyf,Shaggy & Rik Rok,It Wasn't Me,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,227600,4
28,2hnMS47jN0etwvFPzYk11f,Sublime,Santeria,0.682,0.765,1,-5.021,0,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,182747,4
29,64BbK9SFKH2jk86U3dGj2P,Red Hot Chili Peppers,Otherside,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373,4
30,11LmqTE2naFULdEP94AUBa,Nirvana,Heart-Shaped Box,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160,4
31,1LzNfuep1bnAUR9skqdHCK,Mazzy Star,Fade Into You,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,295600,3
32,5DiXcVovI0FcY2s0icWWUu,Counting Crows,Mr. Jones,0.578,0.817,0,-6.542,1,0.0363,0.183,3.06e-06,0.285,0.726,141.621,272293,4
33,1FTSo4v6BOZH9QxKc3MbVM,Blur,Song 2 - 2012 Remaster,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,121160,4
34,7ygpwy2qP3NbrxVkHvUhXY,Oasis,Wonderwall - Remastered,0.375,0.893,2,-4.097,1,0.0406,0.000509,0.0,0.187,0.434,174.323,258773,4
35,1G391cbiT3v3Cywg8T7DM1,Red Hot Chili Peppers,Scar Tissue,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907,4
36,6x4tKaOzfNJpEJHySoiJcs,Lou Bega,Mambo No. 5 (a Little Bit of...),0.622,0.807,5,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06,220293,4
37,754kgU5rWscRTfvlsuEwFp,Sixpence None The Richer,Kiss Me,0.526,0.749,3,-6.964,1,0.0283,0.023,1.76e-06,0.0692,0.421,99.982,208680,4
38,7w5AOd6HrDIHewHfpABEss,Chris Isaak,Wicked Game,0.663,0.296,9,-18.09,1,0.0294,0.68,0.00837,0.0879,0.359,112.306,289067,4
39,5QLHGv0DfpeXLNFo7SFEy1,The Smashing Pumpkins,1979 - Remastered 2012,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,266200,4
40,1wb4P4F0sxAQ2KXrRvsx6n,Shania Twain,You're Still The One,0.585,0.494,3,-8.751,1,0.0353,0.363,0.0,0.0886,0.634,133.822,212200,4
41,2goLsvvODILDzeeiT4dAoR,Cher,Believe,0.652,0.917,6,-6.72,1,0.0548,0.0082,0.0,0.0509,0.459,132.975,239027,4
42,3u5N55tHf7hXATSQrjBh2q,Gala,Freed From Desire,0.704,0.861,2,-4.221,0,0.0493,0.587,0.0615,0.0992,0.636,128.99,213394,4
43,4LJhJ6DQS7NwE7UKtvcM52,blink-182,What's My Age Again?,0.391,0.951,6,-7.419,1,0.0692,0.0126,0.000378,0.0878,0.468,157.66,148360,4
44,3VqHuw0wFlIHcIPWkhIbdQ,Metallica,Enter Sandman (Remastered),0.566,0.834,6,-8.412,0,0.0298,0.00277,0.008,0.0625,0.621,123.296,331560,4
45,0Q0IVlqMV64kNLlwjPj0Hl,Fugees & Ms. Lauryn Hill,Killing Me Softly With His Song,0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409,298773,4
46,6MdqqkQ8sSC0WB4i8PyRuQ,Blackstreet & Dr. Dre & Queen Pen,No Diggity,0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,304600,4
47,2EoOZnxNgtmZaD8uUmz2nD,Soundgarden,Black Hole Sun,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,318587,4
48,1FkoVC85Ds3mFoK0fVqEqP,The Offspring,Self Esteem,0.488,0.862,0,-7.595,1,0.0476,0.0204,0.0,0.359,0.706,104.56,257827,4
49,4P5KoWXOxwuobLmHXLMobV,Nirvana,Come As You Are,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920,4
50,5OQsiBsky2k2kDKy2bX2eT,Foo Fighters,Learn to Fly,0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,235293,4
51,6urCAbunOQI4bLhmGpX7iS,No Doubt,Don't Speak,0.52,0.709,5,-7.125,0,0.0352,0.247,1.78e-05,0.18,0.536,76.039,263560,4
52,4eHbdreAnSOrDDsFfc4Fpm,Whitney Houston,I Will Always Love You,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,271093,4
53,2N2yrmodOnVF10mKvItC9P,Guns N' Roses,Don't Cry (Original),0.456,0.59,11,-8.638,1,0.0327,0.00182,0.00379,0.104,0.243,124.635,283733,4
54,6ORqU0bHbVCRjXm9AjyHyZ,Green Day,Good Riddance (Time of Your Life),0.475,0.432,7,-7.844,1,0.0302,0.183,0.0,0.161,0.648,94.605,153467,4
55,6QewNVIDKdSl8Y3ycuHIei,Pearl Jam,Even Flow,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,292581,4
56,6txWz9UapYHVxEd7dDIHXT,Blind Melon,No Rain,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,217107,4
57,15VRO9CQwMpbqUYA7e6Hwg,Nirvana,The Man Who Sold The World,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,261093,4
58,0gEyKnHvgkrkBM6fbeHdwK,The Cranberries,Linger,0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,274707,4
59,45Ia1U4KtIjAPPU7Wv1Sea,Lenny Kravitz,Are You Gonna Go My Way,0.619,0.67,11,-10.322,0,0.0353,0.00165,0.0109,0.331,0.777,129.269,211933,4
60,3G69vJMWsX6ZohTykad2AU,U2,One,0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,276187,4
61,1A5V1sxyCLpKJezp75tUXn,Semisonic,Closing Time,0.478,0.854,7,-5.454,1,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,274160,4
62,3mwvKOyMmG77zZRunnxp9E,Weezer,Buddy Holly,0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,159227,4
63,1Dr1fXbc2IxaK1Mu8P8Khz,Green Day,When I Come Around,0.531,0.909,11,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546,178000,4
64,1L94M3KIu7QluZe63g64rv,Pearl Jam,Alive,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907,4
65,4fXGWiVhlOLdhwRDP6pIFG,Fools Garden,Lemon Tree,0.663,0.475,1,-8.834,1,0.0417,0.643,0.0,0.122,0.644,143.175,191027,4
66,3jDdpx9PMlfMBS5tOBHFm9,Mark Morrison,Return of the Mack,0.715,0.833,2,-5.379,1,0.108,0.00631,0.0,0.164,0.612,95.487,213093,4
67,2RChe0r2cMoyOvuKobZy44,Bon Jovi,Always,0.383,0.659,4,-5.558,1,0.0312,0.117,0.0,0.0778,0.327,140.795,353027,4
68,75IN3CtuZwTHTnZvYM4qnJ,Eminem,My Name Is,0.869,0.68,1,-6.233,1,0.318,0.0416,1.12e-06,0.0914,0.815,85.519,268400,4
69,63OQupATfueTdZMWTxW03A,Radiohead,Karma Police,0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,264067,4
70,3SFXsFpeGmBTtQvKiwYMDA,The Offspring,Pretty Fly (For A White Guy),0.723,0.895,11,-3.707,0,0.102,0.088,0.0,0.0717,0.963,143.373,188667,4
71,42et6fnHCw1HIPSrdPprMl,Third Eye Blind,Semi-Charmed Life,0.64,0.864,7,-6.576,1,0.0314,0.00832,0.0,0.123,0.701,102.026,268360,4
72,4INDiWSKvqSKDEu7mh8HFz,The Notorious B.I.G. & Mase & Diddy,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,0.845,0.884,6,-4.506,0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,257400,4
73,0Ph6L4l8dYUuXFmb71Ajnd,Ricky Martin,Livin' la Vida Loca,0.425,0.954,1,-3.756,0,0.0476,0.00414,0.0,0.0555,0.933,178.043,243160,4
74,1Cwsd5xI8CajJz795oy4XF,New Radicals,You Get What You Give,0.621,0.901,2,-5.396,1,0.0302,0.17,0.0,0.0875,0.744,113.967,300773,4
75,1Jaah2tmN9Hv81A87KZ1MU,Natalie Imbruglia,Torn,0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.609,96.31,244667,4
76,7nYvUtkQMx1v80S2FH2s9J,Warren G & Nate Dogg,Regulate,0.849,0.521,11,-12.999,0,0.216,0.304,1.65e-06,0.115,0.763,95.265,248867,4
77,6PypGyiu0Y2lCDBN1XZEnP,R.E.M.,Everybody Hurts,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,320267,3
78,1pKYYY0dkg23sQQXi0Q5zN,Daft Punk,Around the World,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,429533,4
79,5XVjNRubJUW0iPhhSWpLCj,Alice Deejay,Better Off Alone,0.671,0.882,8,-6.149,0,0.0552,0.00181,0.667,0.285,0.787,136.955,214883,4
80,6GtX0jaNL8IjVQfrDBx81z,The Smashing Pumpkins,Bullet With Butterfly Wings - Remastered 2012,0.404,0.72,10,-9.18,0,0.0623,5.59e-05,0.836,0.0466,0.475,121.864,258467,4
81,2a1iMaoWQ5MnvLFBDv4qkf,Radiohead,High and Dry,0.419,0.383,4,-11.782,1,0.0256,0.0724,0.0176,0.0896,0.35,87.568,257480,4
82,74irxdVWstNlEQjsvArITq,Aerosmith,Crazy,0.37,0.866,6,-3.879,0,0.0384,0.0868,0.0,0.137,0.427,162.086,316693,3
83,1oTHteQbmJw15rPxPVXUTv,Cypress Hill,Insane in the Brain,0.897,0.611,11,-10.489,1,0.211,0.0291,0.186,0.0894,0.769,102.304,208267,4
84,1B75hgRqe7A4fwee3g3Wmu,MC Hammer,U Can't Touch This,0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,257360,4
85,33LC84JgLvK2KuW43MfaNq,Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,280000,1
86,3yUcJwYu7fXAfqMj9krY6l,Dido,Thank You,0.725,0.583,1,-9.942,0,0.0427,0.3,0.000238,0.0665,0.762,79.984,218360,4
87,6kWJvPfC4DgUpRsXKNa9z9,Ace of Base,All That She Wants,0.798,0.625,11,-9.689,1,0.0548,0.00547,7.98e-05,0.103,0.858,93.764,211213,4
88,225xvV8r1yKMHErSWivnow,Aerosmith,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",0.383,0.662,2,-5.162,1,0.0333,0.165,0.0,0.248,0.138,121.154,298760,4
89,013AWvizllIUEC2FOBzOnh,Savage Garden,Truly Madly Deeply,0.555,0.698,0,-8.874,1,0.0287,0.403,0.0,0.0851,0.816,168.12,277267,4
90,5ZrDlcxIDZyjOzHdYW1ydr,Aqua,Barbie Girl,0.812,0.879,1,-10.998,0,0.0397,0.0167,0.224,0.366,0.962,129.991,197960,4
91,4IYKjN1DrYzxKXt0umJqsG,Luniz & Michael Marshall,I Got 5 On It,0.6,0.706,10,-7.899,0,0.361,0.209,0.0,0.125,0.58,173.926,253533,4
92,1v2zyAJrChw5JnfafSkwkJ,R.E.M.,Shiny Happy People,0.452,0.909,9,-3.977,1,0.0366,0.0313,0.0603,0.23,0.805,124.623,225787,4
93,6qspW4YKycviDFjHBOaqUY,TLC,Waterfalls,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,279507,4
94,1zng9uqqXoPkmU05nsAlsw,Bon Jovi,Bed Of Roses,0.309,0.596,5,-5.599,1,0.0293,0.101,0.0,0.21,0.161,164.587,394400,3
95,3YKptz29AsOlm7WAVnztBh,Seal,Kiss from a Rose,0.584,0.533,10,-7.11,0,0.0305,0.684,0.0,0.306,0.224,131.745,288427,3
96,0uppYCG86ajpV2hSR3dJJ0,Red Hot Chili Peppers,Give It Away,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,282907,4
97,0wokCRaKD0zPNhMRXAgVsr,Duran Duran,Ordinary World,0.472,0.652,1,-10.171,0,0.0305,0.0131,1.12e-05,0.14,0.401,140.124,340200,4
98,0uEp9E98JB5awlA084uaIg,Ms. Lauryn Hill,Doo Wop (That Thing),0.535,0.505,2,-8.926,0,0.245,0.0393,0.0,0.0923,0.495,99.935,320267,4
99,5N6M8yDiMV32T6Rkzh8EbW,Vengaboys,"Boom, Boom, Boom, Boom!!",0.801,0.948,11,-4.623,0,0.0386,0.0117,0.457,0.025,0.968,138.489,202583,4
100,1OxcIUqVmVYxT6427tbhDW,Lenny Kravitz,Fly Away,0.587,0.872,7,-5.066,1,0.0484,0.018,0.0,0.622,0.735,159.925,221333,4
101,28UMiBhn383n9S7GL4tsxD,Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",0.615,0.467,1,-9.883,1,0.0327,0.314,0.0,0.099,0.177,119.919,273667,4
102,7aQjPecQdIuNd1sz3KCDhD,The Cardigans,Lovefool,0.704,0.636,9,-6.029,1,0.0252,0.0344,0.0,0.35,0.89,111.845,193953,4
103,1SssFw74DdHVjRa6ADggdD,Inner Circle,Sweat (A La La La La Long),0.787,0.728,0,-7.705,1,0.218,0.0124,0.0,0.157,0.94,173.026,227067,4
104,1Oi2zpmL81Q0yScF1zxaC0,Destiny's Child,"Bills, Bills, Bills",0.845,0.576,11,-5.15,0,0.153,0.139,0.0,0.0764,0.461,127.641,256027,4
105,4BggEwLhGfrbrl7JBhC8EC,Crazy Town,Butterfly,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,216733,4
106,5xC8uOesnn0udeXAYlAnoY,Supergrass,Alright,0.467,0.958,4,-4.808,0,0.0775,0.000479,0.199,0.299,0.701,145.92,180880,4
107,6mz1fBdKATx6qP4oP1I65G,Ginuwine,Pony,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,251733,4
108,2aBxt229cbLDOvtL7Xbb9x,Mariah Carey,Always Be My Baby,0.65,0.531,4,-8.335,1,0.0364,0.457,0.0,0.249,0.487,78.946,258133,4
109,5fRvePkRGdpn2nKacG7I6d,Mr. President,Coco Jamboo,0.832,0.838,1,-5.414,0,0.0421,0.0791,0.0,0.152,0.965,100.021,218733,4
110,0z1b34WikhOH9ZxU8QDWcv,The Wallflowers,One Headlight,0.701,0.539,2,-8.968,1,0.0277,0.000655,0.005,0.0589,0.752,107.531,312627,4
111,7mnGQesk1TzQLzQ9bYWZPR,Tal Bachman,She's so High,0.537,0.84,9,-4.626,1,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,224693,4
112,3wuCCNCnBhJlwkIJTBZFiv,Michael Jackson,They Don't Care About Us,0.859,0.905,0,-5.539,0,0.129,0.205,0.00837,0.322,0.731,89.946,284160,4
113,12dU3vAh6AFoJkisorfoUl,Oasis,Don't Look Back In Anger - Remastered,0.328,0.936,0,-3.254,1,0.0628,0.0665,2.61e-06,0.165,0.31,162.97,289560,4
114,0gcjc7Vt5xtcfmJgf6g2IO,Ronan Keating,When You Say Nothing At All,0.461,0.448,7,-10.665,1,0.0246,0.161,1.18e-06,0.0811,0.418,173.86,256827,4
115,5EQzuYfTZt7B2LqlvTF49l,Céline Dion,It's All Coming Back to Me Now,0.384,0.438,0,-9.149,1,0.0362,0.753,0.0,0.101,0.287,87.903,456867,4
116,1fTDYdx5zYfWJSX0JlKO8o,Phil Collins,"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version",0.566,0.748,8,-6.549,1,0.0301,0.0643,5.16e-06,0.0925,0.614,96.586,258133,4
117,1ofhfV90EnYhEr7Un2fWiv,2Pac & Talent,Changes,0.865,0.665,7,-6.289,1,0.073,0.0453,0.0,0.224,0.331,111.113,268827,4
118,0lnxrQAd9ZxbhBBe7d8FO8,Hanson,MMMBop,0.683,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.872,268653,4
119,6e8Ou0wiqAzIpWb2eSxll8,Will Smith,Miami,0.877,0.534,1,-6.178,1,0.15,0.0339,1.67e-05,0.0441,0.89,108.17,197560,4
120,5TAf4lnZCZTLlZHNZMLFLi,Macy Gray,I Try,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,239440,4
121,0NJC0FDCODpPUntRTTQq97,Aerosmith,Cryin',0.445,0.856,9,-3.674,1,0.0327,0.000202,0.0101,0.367,0.486,105.872,308333,3
122,11mwFrKvLXCbcVGNxffGyP,Christina Aguilera,Genie In a Bottle,0.633,0.8,1,-6.945,1,0.166,0.209,0.000123,0.137,0.913,175.716,217573,4
123,6VnpKLtfNH4Dk09YSGPSyR,Lenny Kravitz,It Ain't Over 'Til It's Over,0.679,0.568,6,-10.74,1,0.0423,0.422,0.00928,0.322,0.93,159.69,242640,4
124,2IHaGyfxNoFPLJnaEg4GTs,Haddaway,"What Is Love - 7"" Mix",0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,270373,4
125,0hrBpAOgrt8RXigk83LLNE,Ace of Base,The Sign,0.808,0.786,4,-6.897,0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,191240,4
126,1uzWOoJdADfstQuFtQFTUn,Deep Blue Something,Breakfast At Tiffany's,0.622,0.829,2,-5.548,1,0.029,0.11,0.0,0.0954,0.539,110.367,257373,4
127,0PCGfA36HrVPmsBZJ57zOU,Wet Wet Wet,"Love Is All Around - From ""Four Weddings And A Funeral""",0.523,0.689,10,-6.58,1,0.027,0.228,0.0,0.109,0.547,84.09,246240,4
128,3vZO25GdYuqFrR1kzZADnp,Fugees & Ms. Lauryn Hill & Wyclef Jean & Pras,Ready or Not,0.607,0.422,10,-13.364,0,0.499,0.209,0.0,0.0839,0.563,130.47,226987,3
129,5vYA1mW9g2Coh1HUFUSmlb,Matchbox Twenty,3AM,0.521,0.673,8,-8.685,1,0.0284,0.00573,0.0,0.12,0.543,108.031,225947,4
130,3TW48DvQ7ChwY1Yy1tkMaP,Soul Asylum,Runaway Train,0.613,0.72,0,-7.957,1,0.0425,0.0132,0.0,0.104,0.561,117.341,265867,4
131,0weAUscowxeqDtpCgtbpgp,Will Smith,Gettin' Jiggy Wit It,0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-06,0.154,0.858,107.891,227933,4
132,2CtemffYhT0DJWcT1XW047,Metallica,Nothing Else Matters (Remastered),0.547,0.394,4,-9.793,0,0.0262,0.0522,6.4e-06,0.0795,0.17,142.37,388733,3
133,3Nf8oGn1okobzjDcFCvT6n,Pretenders,I'll Stand by You,0.438,0.606,7,-6.549,1,0.0305,0.3,4.49e-06,0.0754,0.266,133.822,240760,4
134,1d6KS9GH06JAd19uiBy9IE,Alanis Morissette,Ironic - 2015 Remaster,0.408,0.582,11,-8.305,1,0.0508,0.218,0.0,0.159,0.365,114.926,230000,5
135,1OFKUn2VLafrHj7ybnap0Q,Hootie & The Blowfish,Only Wanna Be with You,0.49,0.873,6,-5.861,1,0.0355,0.107,5.19e-06,0.118,0.513,103.272,229587,4
136,37EJtTS7jT5WUyXGZzrwnI,Everclear,Santa Monica,0.491,0.942,7,-5.333,1,0.132,0.156,0.0,0.367,0.387,100.446,191507,4
137,0rFWuqFgHAfuzE8uSB9TWR,Guns N' Roses,Live And Let Die,0.262,0.777,11,-8.671,1,0.0632,0.0109,0.113,0.12,0.264,152.5,182733,4
138,17S4XrLvF5jlGvGCJHgF51,Tom Petty and the Heartbreakers,Learning To Fly,0.651,0.766,0,-9.935,1,0.0299,0.206,0.00103,0.362,0.949,116.74,242107,4
139,0HKD13PLq2WicViBBhSrOl,Gabrielle,Out Of Reach,0.51,0.48,11,-6.567,1,0.0452,0.503,0.0,0.106,0.496,182.862,196987,4
140,06hsdMbBxWGqBO0TV0Zrkf,Rednex,Cotton Eye Joe,0.729,0.936,9,-7.536,1,0.0776,0.0129,0.000892,0.0367,0.598,131.986,194000,4
141,5GHY1DFWKz3Prg2V0Iodqo,Sinéad O'Connor,Nothing Compares 2 U,0.512,0.574,5,-7.016,1,0.0273,0.0425,2.31e-05,0.105,0.161,119.917,280040,4
142,6sHsXIJoEN5JpdkGMQDJxt,Brandy & Monica,The Boy Is Mine,0.704,0.707,1,-6.537,0,0.0391,0.539,0.00106,0.318,0.761,93.145,294787,4
143,3l3xTXsUXeWlkPqzMs7mPD,Boyz II Men,End Of The Road,0.64,0.427,5,-9.29,0,0.0241,0.0664,0.0,0.0579,0.529,149.703,351467,3
144,2YodwKJnbPyNKe8XXSE9V7,Nirvana,Lithium,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,257053,4
145,7L93GESzq43UkKUt5FsOCq,House Of Pain,Jump Around - 30 Years Remaster,0.811,0.823,4,-5.921,0,0.0423,0.0553,4.52e-06,0.158,0.827,106.929,218547,4
146,0dlTGl67UFWcKupzkxZYOn,Guns N' Roses,You Could Be Mine,0.35,0.985,10,-5.676,0,0.122,0.00876,0.551,0.36,0.323,151.007,343640,4
147,5EYdTPdJD74r9EVZBztqGG,Bloodhound Gang,The Bad Touch,0.831,0.735,0,-6.254,0,0.0384,0.00397,0.0205,0.123,0.97,122.979,260507,4
148,2KVwlelhxKUy8LVV6JypH3,Matchbox Twenty,Push,0.42,0.672,6,-7.902,1,0.027,0.0067,0.0,0.108,0.476,168.019,238667,4
149,5PntSbMHC1ud6Vvl8x56qd,Beck,Loser,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,235000,4
