,decade,year,artist,chart_pos,genre,spotify_popularity,spotify_id,acousticness,danceability,duration_ms,energy,instrumentalness,key,loudness,mode,speechiness,tempo,valence,minor_percentage,major_percentage,neither_chords,get_added_seventh_use,non_triad_chords_percentage,minor_or_major,tonic_percentage,supertonic_percentage,dominant_percentage,v_to_i,circle_of_fifths_dist,circle_of_fifths_dist_largest_dist,chord_distances,chord_distances2,different_chords,different_progressions,different_notes,average_chord_count_per_bar,different_sections_count,section_repetitions,chorus_repetitions,guitar,synthesizer,piano,saxophone,strings,trumpet,love,anger,sadness,joy,negative,positive,spotify_genres
10,1970,1971,The 5th Dimension,12,pop.soul,27,160jWqoVS1OJKpc4N1mcAu,0.723,0.319,3917.3333333333335,0.453,0.00107,2,-8.963,1,0.0289,81.871,0.247,0.1343283582089552,0.8059701492537313,0.0597014925373134,0.0746268656716417,0.0597014925373134,0.6268656716417911,0.2238805970149253,0.1641791044776119,0.1791044776119403,0.0454545454545454,0.2011494252873562,0.8333333333333334,3.328358208955224,2.9402985074626864,29,1.0,11,1.2758620689655171,6,0.0007658270932607,2,False,False,False,False,False,False,0.0054804608225822,0.2875140607357025,0.0402640588581562,0.6540114879608154,0.9376714825630188,0.0623285323381423,adult standards.brill building pop.bubblegum pop.country rock.folk rock.mellow gold.singer-songwriter.soft rock.sunshine pop
11,1980,1985,Talking Heads,54,alternative.pop.rock,62,5JwK7v6XhG0YgqDuCgzOy8,0.013,0.763,3653.3333333333335,0.629,0.0585,9,-9.947,1,0.0322,126.477,0.973,0.011049723756906,0.988950276243094,0.0,0.0,0.0,1.0,0.2651933701657458,0.0,0.011049723756906,0.0,0.1874999999999999,0.3333333333333333,4.762430939226519,4.762430939226519,8,0.4366197183098591,11,1.7130434782608697,5,0.002463503649635,3,False,False,False,False,False,False,0.0013391062384471,0.0022599895019084,0.1160131469368934,0.8757426142692566,0.8492977619171143,0.1507022380828857,art punk.art rock.dance rock.funk rock.new wave.permanent wave.post-punk.rock.zolo
12,1970,1971,Graham Nash,35,rock.singer-songwriter,1,0TJkP5C14gOE8wQzGTeeSv,0.961,0.245,6691.5,0.782,0.09,7,-17.854,1,0.303,85.845,0.0361,0.535,0.465,0.0,0.015,0.0,0.61,0.26,0.0,0.085,0.0,0.2575757575757575,0.5,3.945,0.755,11,0.3131313131313131,9,3.1951219512195124,4,0.0008966599417171,3,False,False,True,False,False,False,0.0005114684463478,0.0026202558074146,0.9940401315689088,0.0013345174957066,0.9951565861701964,0.0048433979973196,folk rock.mellow gold.singer-songwriter.soft rock
13,1960,1966,The Chiffons,10,pop.soul,40,5GLr9bkV2czl8o7zJoWXca,0.461,0.539,2435.55,0.66,0.00189,11,-4.834,0,0.0319,148.268,0.735,0.238095238095238,0.7142857142857143,0.0476190476190476,0.1428571428571428,0.1666666666666666,0.2142857142857142,0.3095238095238095,0.0,0.2619047619047619,0.1219512195121951,0.1944444444444444,0.5,3.333333333333333,1.7857142857142858,12,1.0,11,1.0,3,0.0016423395126357,2,False,False,False,False,False,False,0.6084796786308289,0.0023722606711089,0.0043297684751451,0.3831512331962585,0.0090047270059585,0.9909953474998474,adult standards.brill building pop.bubblegum pop.classic girl group.doo-wop.rhythm and blues.rock-and-roll
14,1970,1979,Bad Company,13,rock,59,71GMl3Q7U4JnrTqI9kfcoN,0.0261,0.605,3291.116666666667,0.716,5.82e-06,2,-5.471,1,0.0285,112.302,0.868,0.0,1.0,0.0,0.1052631578947368,0.0,0.7763157894736842,0.2236842105263158,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,3.013157894736842,3.013157894736842,5,0.5333333333333333,9,1.2840909090909092,5,0.0024307859034674,4,True,False,False,False,False,False,0.0033715346362441,0.0101521052420139,0.00317645794712,0.9771996140480042,0.0596818290650844,0.94031822681427,album rock.blues rock.classic rock.country rock.hard rock.mellow gold.rock.soft rock
15,1970,1973,Steve Miller Band,1,rock,74,1bp2IO61zbQrbWNmKKxg3f,0.365,0.596,4408.4,0.448,5.3e-06,5,-9.616,1,0.0396,83.293,0.796,0.0,0.9861111111111112,0.0138888888888888,0.0,0.0138888888888888,0.9861111111111112,0.2916666666666667,0.0,0.2222222222222222,0.0139860139860139,0.0,0.0,3.6875,3.6875,4,0.2407407407407407,7,1.0,2,0.00158787768805,2,True,False,False,False,False,False,0.2557857632637024,0.0017004421679303,0.0018268732819706,0.7392362952232361,0.0001453854638384,0.999854564666748,album rock.blues rock.classic rock.country rock.folk rock.hard rock.heartland rock.mellow gold.rock.singer-songwriter.soft rock
16,1970,1970,R. Dean Taylor,5,pop.rock,38,1zgV5ZYh7uYJXbK7yjuyj8,0.0614,0.532,3585.7833333333333,0.834,0.00192,8,-3.87,1,0.0404,88.69,0.706,0.0638297872340425,0.9361702127659576,0.0,0.0,0.0,1.0,0.2978723404255319,0.0638297872340425,0.2553191489361702,0.1720430107526881,0.125,0.3333333333333333,3.776595744680851,3.776595744680851,8,0.7272727272727273,10,1.420289855072464,4,0.0019521536437877,4,True,False,False,False,False,False,0.0240956377238035,0.6943650841712952,0.0095921205356717,0.1537627577781677,0.081383116543293,0.9186168909072876,classic uk pop.motown.northern soul
17,1970,1978,Heart,35,rock,68,5zH710lFSLtkHbMkslLDjR,0.116,0.427,4890.666666666667,0.459,0.000103,9,-12.442,0,0.0332,129.878,0.383,0.4214285714285714,0.5785714285714286,0.0,0.0214285714285714,0.0071428571428571,0.9,0.2714285714285714,0.0285714285714285,0.0928571428571428,0.0575539568345323,0.2156862745098039,0.8333333333333334,2.75,2.685714285714285,17,0.7,10,1.484375,6,0.0024536532170119,6,False,False,False,False,False,False,0.0019533187150955,0.6636649370193481,0.0111597059294581,0.059436447918415,0.0017267796210944,0.9982732534408568,album rock.classic rock.hard rock.heartland rock.mellow gold.new wave pop.rock.soft rock
18,1970,1978,Yvonne Elliman,1,dance.disco.pop,57,0QjPiq9Wka9I1b4uzWETYI,0.102,0.616,3002.6666666666665,0.681,1.47e-06,11,-10.773,1,0.0416,109.454,0.811,0.4769230769230769,0.4923076923076923,0.0307692307692307,0.0,0.0307692307692307,0.7846153846153846,0.1076923076923077,0.123076923076923,0.2153846153846154,0.0,0.0897435897435897,0.3333333333333333,3.353846153846154,2.4307692307692306,13,0.72,10,1.4426229508196722,4,0.0019982238010657,2,False,False,False,False,True,False,0.0182911287993192,0.3650200664997101,0.0899762138724327,0.492341548204422,0.9953566193580629,0.0046433489769697,adult standards.disco
19,1970,1971,Jimi Hendrix,59,guitar.rock,38,494aMHJOpaMyyxaqcmbjLi,0.0208,0.518,3433.116666666667,0.9,0.00454,5,-5.249,0,0.0481,112.217,0.707,0.0,0.1538461538461538,0.8461538461538461,0.0989010989010989,0.8461538461538461,0.0,0.3736263736263736,0.0219780219780219,0.0549450549450549,0.0111111111111111,0.1372549019607843,0.8333333333333334,2.483516483516484,2.483516483516484,17,0.6754385964912281,12,1.3728813559322033,9,0.0011651220708102,3,True,False,False,False,False,False,0.0089778024703264,0.6550014019012451,0.0223814882338047,0.3011859953403473,0.0555153302848339,0.9444847106933594,acid rock.album rock.blues rock.classic rock.hard rock.proto-metal.psychedelic rock.rock
20,1960,1968,Flatt & Scruggs,55,bluegrass.country,49,29qFlNOssruDfoEN8vN2Uu,0.191,0.407,2340.2166666666667,0.479,0.901,2,-14.781,1,0.0329,155.252,0.919,0.2857142857142857,0.7142857142857143,0.0,0.1428571428571428,0.0,0.8571428571428571,0.5714285714285714,0.0,0.1428571428571428,0.1444444444444444,0.0,0.0,3.142857142857143,3.142857142857143,3,0.8888888888888888,7,1.0,2,0.004700419476829,0,False,False,False,False,False,False,,,,,,,appalachian folk.banjo.bluegrass.bluegrass gospel.old-time.progressive bluegrass.traditional country
21,1970,1974,The Rolling Stones,16,blues.rock,57,668YgsnvdNBHfRscNIBS31,0.501,0.616,5124.0,0.957,0.0115,9,-3.966,1,0.0508,128.517,0.778,0.0,1.0,0.0,0.0,0.0,1.0,0.3823529411764705,0.0,0.0294117647058823,0.0,0.1333333333333333,0.3333333333333333,4.147058823529412,4.147058823529412,5,0.7,9,1.2083333333333333,5,0.0005854800936768,3,False,False,False,False,False,False,0.2217771857976913,0.0423025675117969,0.0081676645204424,0.7184673547744751,0.0005413022590801,0.9994587302207948,british invasion.classic rock.rock
22,1990,1990,Snap,2,funk.pop.rock,62,0nQLxiNGbbUoSGrxksETLm,0.0434,0.74,3816.5666666666666,0.88,0.00803,0,-7.693,1,0.0624,108.899,0.707,0.8888888888888888,0.0,0.1111111111111111,0.037037037037037,0.1111111111111111,0.6296296296296297,0.6666666666666666,0.0,0.3333333333333333,0.3461538461538461,0.25,0.3333333333333333,3.1481481481481484,0.925925925925926,4,1.0,5,1.0,7,0.0023581403879577,3,False,True,False,True,False,False,0.0200451929122209,0.4730597138404846,0.1109615638852119,0.2032766491174698,0.2518789172172546,0.7481210231781006,diva house.eurodance.europop.german techno.hip house
23,1970,1971,Five Man Electrical Band,26,rock,35,4LjJIibyUazknsZNZWHOgy,0.145,0.49,2303.333333333333,0.75,2.37e-05,4,-10.012,0,0.0353,169.826,0.961,0.0206185567010309,0.979381443298969,0.0,0.0103092783505154,0.0,0.9587628865979382,0.3608247422680412,0.0412371134020618,0.0927835051546391,0.09375,0.1833333333333333,0.5,4.577319587628866,4.288659793814433,10,0.3728813559322034,11,1.0104166666666667,5,0.0030390738060781,4,True,False,False,False,False,False,0.952688694000244,0.002749657491222,0.0025102696381509,0.0404798313975334,0.0132909845560789,0.9867089986801147,bubblegum pop.canadian psychedelic.classic canadian rock
24,1980,1989,Phil Collins,1,pop.rock,61,2BgWv15eKCDfiubKo6o76k,0.311,0.582,3406.45,0.908,0.0323,7,-2.48,1,0.039,155.561,0.711,0.1739130434782608,0.7739130434782608,0.0521739130434782,0.0434782608695652,0.0521739130434782,0.6173913043478261,0.2782608695652174,0.217391304347826,0.1826086956521739,0.1403508771929824,0.1481481481481481,0.8333333333333334,2.973913043478261,2.260869565217391,18,0.6197183098591549,12,1.0229007633587786,5,0.0026420467055145,6,False,True,False,False,False,False,0.0011102478019893,0.0002870926691684,0.0003879871219396,0.9978203773498536,0.0005634419503621,0.9994365572929382,mellow gold.rock drums.soft rock
25,1980,1985,The Power Station,6,pop.rock,55,3QyxB6fNUFNSLyjiwkycOY,0.0816,0.732,5091.116666666667,0.893,2.05e-05,2,-8.355,1,0.0488,125.487,0.654,0.3645833333333333,0.375,0.2604166666666667,0.0,0.2604166666666667,0.7395833333333334,0.3645833333333333,0.0,0.0,0.0,0.2333333333333333,0.3333333333333333,2.520833333333333,2.520833333333333,5,0.24,7,1.1012658227848102,5,0.0013749439382977,3,False,False,False,False,False,False,0.9828541278839112,0.0079583935439586,0.0019891068805009,0.0024533316027373,0.045581679791212,0.9544183611869812,dance rock.new romantic.new wave.new wave pop.synthpop
26,1970,1972,The Staple Singers,1,funk.gospel.soul,69,5YLnfy7R2kueN0BRPkjiEG,0.0904,0.846,3280.45,0.595,1.96e-06,0,-8.372,1,0.0439,101.632,0.78,0.0,0.6810344827586207,0.3189655172413793,0.0862068965517241,0.3189655172413793,0.6810344827586207,0.3448275862068966,0.0,0.3189655172413793,0.3130434782608696,0.0,0.0,3.956896551724138,3.956896551724138,3,0.4166666666666667,6,1.4936708860759491,2,0.0027435260406346,5,True,False,False,False,False,False,0.0015052526723593,0.0237573496997356,0.0138033563271164,0.0319413654506206,0.0111422166228294,0.9888577461242676,chicago soul.classic soul.funk.memphis soul.quiet storm.soul.southern soul
27,1960,1964,Barbra Streisand,5,pop,39,0AfseROXCjDFXudJKAH0Zc,0.918,0.217,5012.216666666666,0.1,7.48e-05,9,-13.68,1,0.0366,83.99,0.0759,0.2857142857142857,0.5873015873015873,0.1269841269841269,0.0634920634920634,0.2063492063492063,0.0793650793650793,0.3333333333333333,0.1904761904761904,0.1587301587301587,0.1290322580645161,0.1904761904761904,0.8333333333333334,3.3968253968253967,3.2063492063492065,28,0.3523809523809524,12,1.126984126984127,3,0.0001995125243987,0,False,False,False,False,False,False,0.0200451929122209,0.4730597138404846,0.1109615638852119,0.2032766491174698,0.2518789172172546,0.7481210231781006,adult standards.disco.hollywood.mellow gold.soft rock
28,1960,1964,The Beatles,1,pop.rock,68,3VbGCXWRiouAq8VyMYN2MI,0.386,0.52,2361.55,0.829,6.2e-05,0,-6.228,1,0.0806,147.997,0.744,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.078125,0.0158730158730158,0.0,0.0,4.5,4.5,3,0.4166666666666667,7,1.035294117647059,5,0.0029641548982659,0,False,False,False,False,False,False,0.0801554843783378,0.3234214186668396,0.0249722599983215,0.5432660579681396,0.0048204301856458,0.9951795339584352,beatlesque.british invasion.classic rock.merseybeat.psychedelic rock.rock
29,1980,1980,Cliff Richard,34,pop.rock,23,38lEuRvNTtLd3Bn0WFNPTn,0.286,0.888,3726.2166666666662,0.41,0.000113,7,-8.902,1,0.048,111.721,0.586,0.1493506493506493,0.4155844155844156,0.435064935064935,0.0259740259740259,0.435064935064935,0.3961038961038961,0.3766233766233766,0.0,0.0064935064935064,0.0,0.28125,1.0,2.2337662337662336,1.2467532467532467,16,0.4104477611940298,10,1.7058823529411764,4,0.0013418436036551,3,True,False,False,True,False,False,0.0002152615488739,0.0088334577158093,0.9888721108436584,0.0009236079058609,0.9995716214179992,0.0004283697053324,adult standards.brill building pop.bubblegum pop.classic uk pop.mellow gold.new wave pop.rock-and-roll.soft rock
30,1970,1973,Led Zeppelin,51,rock,65,2eDdFHgqNJltzlvlZFVDWd,0.0679,0.402,4848.9,0.691,0.133,7,-10.274,1,0.0691,96.95,0.206,0.0,0.9386503067484664,0.0613496932515337,0.0061349693251533,0.0613496932515337,0.8773006134969326,0.3926380368098159,0.2699386503067484,0.2453987730061349,0.1049382716049382,0.1428571428571428,0.6666666666666666,3.4846625766871164,3.460122699386503,14,0.1894736842105263,11,1.6583333333333334,8,0.0,0,True,False,False,False,False,False,0.0006809154874645,0.0035702441819012,0.9553987383842468,0.0364523492753505,0.9910266995429992,0.0089733488857746,album rock.classic rock.hard rock.rock
31,1960,1964,J. Frank Wilson & The Cavaliers,2,pop,44,48obzdkQV1biEq8cPsGLys,0.262,0.746,2478.0,0.482,0.0,1,-7.919,0,0.0471,135.202,0.698,0.2337662337662337,0.7662337662337663,0.0,0.0,0.0,1.0,0.2987012987012987,0.0,0.2337662337662337,0.2236842105263158,0.2916666666666667,0.3333333333333333,3.207792207792208,3.207792207792208,4,0.1951219512195122,7,0.9761904761904762,5,0.0028248587570621,3,False,False,False,False,False,False,0.001358650624752,0.0039149555377662,0.0055772019550204,0.988006830215454,0.0085437288507819,0.9914562106132508,
32,1980,1987,The Robert Cray Band,22,blues,15,5vOK3ksL1X3MNe2o48lWTU,0.0399,0.478,7254.883333333333,0.702,0.000765,4,-10.71,0,0.0617,125.28,0.64,0.9,0.0,0.1,0.11,0.1,0.0,0.8,0.0,0.0,0.0,0.0333333333333333,0.1666666666666666,1.1,1.1,5,0.5,8,1.2983870967741935,3,0.0011027055339736,0,True,False,False,False,False,False,0.0200451929122209,0.4730597138404846,0.1109615638852119,0.2032766491174698,0.2518789172172546,0.7481210231781006,blues.blues rock.electric blues.modern blues
33,1960,1965,Bobbi Martin,70,pop,0,4B51hMONJOu0cZag2KYK5a,0.893,0.381,2851.333333333333,0.365,4.96e-06,10,-8.375,1,0.0304,115.094,0.258,0.2,0.7636363636363637,0.0363636363636363,0.109090909090909,0.1272727272727272,0.4181818181818181,0.2727272727272727,0.1272727272727272,0.2909090909090909,0.1851851851851851,0.3205128205128205,0.8333333333333334,3.981818181818182,3.981818181818182,13,0.6346153846153846,11,1.3461538461538465,6,0.0003507131166705,0,False,False,False,False,False,False,0.0787831097841262,0.0170022808015346,0.0104182306677103,0.8916409611701965,0.0003948420635424,0.9996052384376526,
34,1960,1969,Peggy Lee,11,jazz,45,0TLD1RLFqPmpVR5ATWdMz6,0.863,0.458,4366.666666666667,0.0899,0.0,10,-18.824,1,0.0362,109.574,0.386,0.4684684684684684,0.4954954954954955,0.036036036036036,0.063063063063063,0.1261261261261261,0.1711711711711711,0.2882882882882883,0.027027027027027,0.2252252252252252,0.0636363636363636,0.2222222222222221,0.8333333333333334,2.630630630630631,2.630630630630631,21,0.8611111111111112,11,1.2727272727272727,2,0.0013740458015267,4,False,False,False,False,False,False,0.001298933988437,0.2069808542728424,0.0046530719846487,0.0030195445287972,0.828667938709259,0.1713320910930633,adult standards.lounge.soul.swing.torch song.vocal jazz
35,1960,1968,Creedence Clearwater Revival,58,blues.rock,61,4SDywo3ykB2PEthjXvo1UP,0.00471,0.391,4529.783333333334,0.732,0.121,4,-8.188,0,0.0295,100.354,0.622,0.5507246376811594,0.4492753623188406,0.0,0.0579710144927536,0.0,0.8260869565217391,0.3188405797101449,0.0,0.1739130434782608,0.1323529411764706,0.1458333333333333,0.5,3.942028985507247,3.942028985507247,8,0.0,10,1.2105263157894737,1,0.0008830444428909,0,True,False,False,False,False,False,0.0011120800627395,0.9639416933059692,0.0065618767403066,0.0245446227490901,0.1321542412042617,0.8678458333015442,classic rock.country rock.rock.southern rock.swamp rock
36,1980,1985,Gino Vannelli,57,rock,50,4mABkexJ1CHRytW0d6rHFu,0.448,0.411,4837.45,0.609,1.25e-05,2,-6.867,0,0.0312,143.494,0.347,0.1585365853658536,0.8048780487804879,0.0365853658536585,0.0853658536585365,0.0365853658536585,0.2073170731707317,0.1707317073170731,0.0,0.073170731707317,0.0246913580246913,0.0694444444444444,0.5,2.0,1.5609756097560976,12,0.625,9,1.051282051282051,4,0.0012403228973942,3,False,True,False,False,False,False,0.003611315973103,0.27619069814682,0.1130845844745636,0.0065298383124172,0.9826481938362122,0.0173518247902393,adult standards.classic canadian rock.mellow gold.soft rock.yacht rock
37,1960,1967,Roy Orbison,52,pop,31,1yXzgdB3Tdd986SDY0ssZd,0.921,0.473,2900.2166666666667,0.37,0.00273,0,-11.435,1,0.0269,135.924,0.505,0.1176470588235294,0.8823529411764706,0.0,0.0588235294117647,0.0,0.8823529411764706,0.3137254901960784,0.1372549019607843,0.2352941176470588,0.14,0.1666666666666666,0.8333333333333334,3.2549019607843137,3.2549019607843137,10,1.0,10,1.0208333333333333,3,0.0013792073006039,2,False,False,False,False,False,False,0.0010321681620553,0.0082610053941607,0.986405909061432,0.0030902670696377,0.0100250542163848,0.9899749159812928,adult standards.brill building pop.bubblegum pop.mellow gold.rock-and-roll.rockabilly
38,1980,1988,The Contours,3,soul,67,0Omt3rVppHIlYFXNL1VWgL,0.586,0.596,2882.45,0.793,1.86e-06,5,-6.611,1,0.0421,150.256,0.8,0.0194805194805194,0.9805194805194806,0.0,0.0324675324675324,0.0,0.7597402597402597,0.4545454545454545,0.0,0.2987012987012987,0.2418300653594771,0.0238095238095238,0.1666666666666666,2.941558441558441,2.941558441558441,7,0.2692307692307692,8,3.961904761904762,4,0.001040781279814,3,False,False,False,False,False,False,0.0047002984210848,0.7835075855255127,0.1146754845976829,0.0736470445990562,0.0013481259811669,0.998651921749115,brill building pop.motown.northern soul.soul
39,1960,1962,Little Joey & The Flips,35,doo wop,8,31ip2wUAsK5IJP4wux6yXD,0.385,0.496,2316.45,0.601,0.0,2,-12.587,1,0.0326,104.382,0.808,0.0444444444444444,0.9555555555555556,0.0,0.0,0.0,1.0,0.3777777777777777,0.0,0.2444444444444444,0.0909090909090909,0.0333333333333333,0.1666666666666666,3.688888888888889,3.688888888888889,5,0.696969696969697,10,4.0,4,0.0008633901012324,0,False,False,False,False,False,False,0.0011624745093286,0.5371318459510803,0.0070729791186749,0.0098332557827234,0.997498333454132,0.0025016609579324,
40,1980,1985,Gino Vannelli,42,pop.rock,37,6RL5nRfZ2ubP8wIiPOjOSr,0.142,0.652,3143.333333333333,0.944,0.00482,9,-4.725,1,0.051,129.031,0.673,0.0071942446043165,0.8201438848920863,0.1726618705035971,0.0431654676258992,0.1726618705035971,0.4028776978417266,0.1870503597122302,0.0071942446043165,0.0215827338129496,0.0217391304347826,0.1875,0.5,2.841726618705036,1.1366906474820144,16,0.640625,10,1.6176470588235294,7,0.0050901378579003,6,False,True,False,False,False,False,0.0007835155702196,0.9844194054603576,0.0039011382032185,0.0049828910268843,0.9899768233299256,0.0100232372060418,adult standards.classic canadian rock.mellow gold.soft rock.yacht rock
