,id,artists,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
19,648TTtYB0bH0P8Hfy0FmkL,Nat King Cole,Unforgettable,0.349,0.182,5,-13.507,1,0.031,0.92,0.0152,0.143,0.178,136.094,191973,3
20,4fHDlIntTsRGSyTg5UYZYC,Harry Belafonte,Banana Boat (Day-O),0.797,0.105,1,-16.881,1,0.0969,0.885,0.000116,0.108,0.419,122.545,183133,4
21,507IFqPuG8mBQoKebfGG9t,Little Richard,Long Tall Sally (The Thing),0.474,0.608,5,-5.139,1,0.0825,0.755,0.0,0.0928,0.888,184.694,127427,4
22,0S8ibKBl3tjRmYbZhGHNhG,The Platters,Only You (And You Alone),0.419,0.331,3,-10.497,1,0.0293,0.932,0.0,0.102,0.322,80.647,160093,4
23,64Ny7djQ6rNJspquof2KoX,Elvis Presley,Hound Dog,0.494,0.756,0,-8.492,1,0.0499,0.733,0.00505,0.76,0.949,86.895,136027,4
24,2WaYW84yWij5NSCpgSeU2R,Frank Sinatra,You Make Me Feel So Young - Remastered 1998,0.577,0.306,9,-11.559,1,0.0427,0.383,0.0,0.18,0.568,125.166,177400,4
25,5OkKOkdVTKFrYi6GWXkMzR,Dean Martin,Volare (Nel Blu Di Pinto Di Blu) - Remastered 1998,0.612,0.144,6,-12.204,0,0.0352,0.88,0.0,0.203,0.343,128.629,181627,4
26,2gNjmvuQiEd2z9SqyYi8HH,Louis Armstrong & Ella Fitzgerald,Summertime,0.172,0.0696,11,-21.295,0,0.0339,0.916,0.00199,0.137,0.103,167.974,298133,5
27,3YdKJzcoMZMacISlpY4QoP,The Flamingos,I Only Have Eyes for You,0.552,0.313,5,-12.41,1,0.0296,0.916,0.0017,0.12,0.303,88.554,202773,3
28,0F845nujLVqCb0XMZCh5Pc,Chet Baker,I Fall In Love Too Easily,0.532,0.0657,0,-19.136,0,0.0406,0.94,0.00488,0.0946,0.292,128.607,201440,4
29,2iXcvnD3d1gfLBum0cE5Eg,Little Richard,Tutti Frutti,0.555,0.658,5,-3.866,1,0.0541,0.793,0.0,0.118,0.937,184.835,144227,4
30,7eqNATKM78MkWP6aHGXHEV,Paul Anka,Put Your Head on My Shoulder,0.549,0.433,7,-8.526,1,0.0327,0.906,0.0108,0.0774,0.486,116.068,155080,3
31,1oDCK7PW72XEZ1pE5rh87A,Nat King Cole,Smile,0.226,0.136,5,-19.203,0,0.0327,0.862,8.07e-06,0.302,0.263,79.37,173267,5
32,3oAWTk92mZBxKBOKf8mR5v,Eddie Cochran,Summertime Blues,0.714,0.886,11,-8.629,0,0.0554,0.116,0.184,0.18,0.954,156.351,119360,4
33,47gmoUrZV3w20JAnQOZMcO,Elvis Presley,Blue Suede Shoes,0.557,0.66,2,-7.706,1,0.056,0.654,1.66e-06,0.138,0.962,95.252,119200,4
34,1pZn8AX1WulW8IO338hE5D,Billie Holiday,Blue Moon,0.639,0.269,8,-11.435,1,0.0698,0.982,0.12,0.141,0.539,124.866,207827,4
35,4FlYcJnfkeBpowEHJ72Bmt,Bobby Day,Rockin' Robin,0.541,0.608,7,-13.083,1,0.106,0.298,0.0,0.234,0.938,171.992,160080,4
36,58PSYdY0GFg0LFb2PxYk4T,Muddy Waters,Mannish Boy,0.598,0.735,2,-10.882,1,0.0973,0.44,0.000215,0.681,0.615,111.129,321133,3
37,0ZvgXNstN4o2ZXPomtBYVp,Little Richard,"Good Golly, Miss Molly",0.563,0.741,7,-11.947,1,0.0486,0.602,0.00251,0.325,0.967,164.15,129133,4
38,66iKqUazBbTlAEjcZrpDkD,Dinah Washington,What A Diff'rence A Day Made,0.387,0.117,0,-17.803,1,0.0299,0.925,0.000171,0.109,0.166,93.575,151867,4
39,79nJj5dMyTsUzKvN5jUXsJ,Ray Charles,I Can't Stop Loving You,0.31,0.279,5,-13.552,1,0.0308,0.815,0.0,0.318,0.377,79.397,256120,3
40,4l9hml2UCnxoNI3yCdL1BW,Chet Baker,My Funny Valentine,0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32,141133,4
41,11fNLqDB47gMKj7BHhR2Qr,The Everly Brothers,Wake up Little Susie,0.709,0.62,2,-9.382,1,0.034,0.318,0.0,0.0426,0.936,93.723,123520,4
42,4I4aQGNJ2HufloNtB65nxR,Dean Martin & Dick Stabile And His Orchestra,That's Amore,0.471,0.146,10,-13.6,1,0.0309,0.782,0.0,0.0888,0.595,78.554,190400,4
43,4IYyGIbMS5ZkxDXGfPIrXr,The Del-Vikings,Come Go With Me,0.566,0.534,5,-9.416,0,0.0409,0.713,0.0,0.0883,0.582,129.69,162293,4
44,3E5ndyOfO6vFDEIE42HA8o,Bobby Darin,Mack the Knife,0.549,0.529,3,-12.291,0,0.108,0.76,0.0,0.206,0.464,82.755,184333,4
45,4LcrHUkRmXG3c0YD5VYutn,Danny & The Juniors,At The Hop,0.407,0.826,8,-8.29,1,0.0495,0.693,1.57e-05,0.285,0.891,192.21,150867,4
46,2FkCjtQ1lYsf71s2FAS8hE,The Platters,The Great Pretender,0.425,0.401,7,-9.427,1,0.0315,0.943,3.44e-06,0.072,0.531,115.71,160667,3
47,2OARIMw1hpehr86Iwmv04c,Buddy Holly & The Crickets,Peggy Sue,0.676,0.424,9,-8.132,1,0.0329,0.947,0.000494,0.119,0.493,148.373,150960,4
48,5P11rW6aJErF37MTfRZS31,Ray Charles,"Hallelujah, I Love Her So",0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,0.623,73.203,155507,4
49,0QGwOFQChzflLAmPq5NwKo,Dion & The Belmonts,A Teenager In Love,0.555,0.377,1,-9.123,1,0.0295,0.671,0.0,0.128,0.619,78.986,158253,4
50,0DICNd5XQ1og9UeYzxoNFV,Dinah Washington & Brook Benton,Baby (You've Got What It Takes),0.67,0.596,3,-9.347,1,0.0627,0.852,0.00203,0.653,0.813,133.396,165760,4
51,7demHL0GXA6YmTNqw3Btz8,The Coasters,Yakety Yak,0.715,0.669,7,-9.491,1,0.128,0.705,0.000732,0.044,0.976,120.789,113040,4
52,06PdA0DLgF4BfAeUNZAbFG,Fats Domino,Blueberry Hill,0.489,0.499,11,-9.702,1,0.0271,0.74,0.000236,0.156,0.829,133.341,147880,3
53,1V4NaFlrUCK49MXcdOcVeS,Ella Fitzgerald & Louis Armstrong,They Can't Take That Away From Me,0.563,0.136,3,-17.402,1,0.0683,0.87,0.0,0.106,0.368,104.928,280000,4
54,40fD7ct05FvQHLdQTgJelG,Bobby Darin,Splish Splash,0.645,0.943,0,-1.526,1,0.0393,0.385,0.0,0.37,0.965,147.768,131720,4
55,6ZKB999ZdaFVgrYWvxkl49,The Chords,Sh-Boom,0.676,0.448,5,-9.295,1,0.0514,0.79,0.0,0.124,0.867,136.572,147267,4
56,3MpGQae6zAFd7Z1FdLV9fV,The Platters,Twilight Time - Single Version,0.455,0.361,9,-12.562,1,0.0473,0.747,0.0,0.238,0.285,115.854,168293,3
57,6C7aTTCUWRK7dD379yUT3W,Chuck Berry,Roll Over Beethoven,0.715,0.797,3,-10.154,1,0.193,0.837,0.0,0.209,0.841,92.739,144600,4
58,2ZNTPtYmAhN9vCwnAgqKn1,The Isley Brothers,"Shout, Pts. 1 & 2",0.489,0.866,10,-7.433,1,0.0933,0.753,0.0,0.876,0.416,138.63,268560,4
59,3h4udS0WeWbsur3yfjvnm4,Jackie Wilson,Reet Petite,0.664,0.66,5,-6.526,1,0.13,0.447,0.0,0.298,0.873,84.345,169240,4
60,6oRHRkQigTzJ3KwpO3XOV6,The Everly Brothers,Bye Bye Love,0.547,0.523,9,-9.176,1,0.0572,0.724,0.0,0.103,0.89,169.598,142907,4
61,3aPlQWU07jGgyHaBHVS5TS,Peggy Lee,Fever,0.838,0.171,4,-12.614,0,0.0729,0.23,0.0,0.11,0.397,135.925,199600,4
62,5zvOXJrzzUlvXwyuwZ0toZ,Neil Sedaka,Oh! Carol,0.728,0.734,11,-3.234,1,0.0318,0.63,3.56e-05,0.137,0.965,135.078,135467,4
63,7ycFNferNuk6wAjBa0vWvl,The Diamonds,Little Darlin',0.631,0.587,6,-11.402,1,0.042,0.536,0.29,0.333,0.664,152.851,129333,4
64,07GtDOCxmye5KDWsTSACPk,The Big Bopper,Chantilly Lace,0.489,0.806,3,-6.054,1,0.0858,0.841,2.96e-05,0.0687,0.944,172.269,145267,4
65,33aYzW5ToRjiFOzkubeJ8H,Buddy Holly & The Crickets,Rave On,0.566,0.711,0,-6.536,1,0.0335,0.611,6.59e-06,0.417,0.961,159.629,109960,4
66,34zhjduFdQFhkRUJ230h9T,Billie Holiday,April In Paris,0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,185587,4
67,1KLpjQFgubHI3GkAICCNH3,Bobby Darin,Dream Lover,0.526,0.774,5,-1.692,1,0.0459,0.715,0.0,0.437,0.715,131.715,150706,4
68,11XR0tRT4g5ov4u8M92wbF,The Penguins,Earth Angel (Will You Be Mine),0.524,0.177,8,-12.306,1,0.0302,0.865,0.0,0.21,0.466,69.125,179427,4
69,4gFlHAye7To29Fs4UszQUH,Chet Baker,I Get Along Without You Very Well (Except Sometimes) - Vocal Version,0.442,0.033,10,-23.063,1,0.041,0.922,0.000171,0.151,0.21,103.34,179640,3
70,6OsefWNJtsWqO7myze1HEX,Barrett Strong,Money (That's What I Want) - Single Version / Mono,0.656,0.813,5,-7.324,1,0.033,0.349,0.0,0.114,0.96,132.313,158493,4
71,62eAoNfrrS84177LOzJMQx,Perry Como,Papa Loves Mambo,0.674,0.498,0,-10.07,1,0.13,0.512,2.05e-06,0.404,0.747,81.075,162107,4
72,3YCbx1QqGrnxMsPEZLC1CT,Frank Sinatra,Love Is Here To Stay - Remastered 1998,0.547,0.208,9,-13.458,1,0.0334,0.676,0.0,0.1,0.424,108.999,162840,4
73,2HyPrPSANTIPkR6CfiytwY,Doris Day & Paul Weston And His Orchestra,Dream a Little Dream of Me (with Paul Weston & His Music From Hollywood),0.386,0.125,0,-17.695,1,0.0394,0.921,6.42e-06,0.0919,0.254,147.721,223373,4
74,0Rk9byjmZksAJX15onGns5,Dinah Washington,Teach Me Tonight,0.558,0.231,5,-11.436,0,0.0812,0.805,0.0,0.142,0.403,73.103,167493,4
75,2Aq3BiLhITGHe6YSzkzOvi,Buddy Holly,True Love Ways,0.278,0.138,10,-18.739,1,0.0349,0.799,0.0557,0.209,0.308,83.203,168307,4
76,4cRfSR0QxDlXRHTKyEOu93,Ritchie Valens,"Come On, Let's Go",0.616,0.724,9,-8.101,1,0.042,0.788,3.16e-06,0.128,0.809,81.402,124587,3
77,7ItZM6DMZE2m1X7yIaRxjq,Eddie Cochran,C’Mon Everybody,0.627,0.7,3,-9.657,1,0.0522,0.121,0.0111,0.188,0.856,175.33,118227,4
78,4ZfQwNx3FlCN07cnUvekh3,Fats Domino,Ain't That A Shame,0.486,0.501,4,-8.57,1,0.0326,0.767,7.6e-05,0.0679,0.942,122.894,152200,4
79,4tmy6FB76bR5eLmx0zO1mn,Louis Prima & Sam Butera & The Witnesses,Pennies From Heaven,0.515,0.408,8,-11.96,1,0.194,0.452,0.0,0.0682,0.915,185.767,141667,4
80,7DJsL4jyXA39GDiHFQYQ0t,Ray Charles,Mess Around,0.565,0.962,8,-2.981,1,0.064,0.437,0.0,0.056,0.906,148.808,160227,4
81,760clbeDBWmBsBLbszWuNZ,Bo Diddley,I'm A Man,0.513,0.546,0,-15.672,1,0.0391,0.333,0.0,0.17,0.834,85.527,164547,4
82,2k6qpHJsrKCCyvsHv2cPqR,Paul Anka,Diana,0.551,0.576,7,-8.49,1,0.0325,0.762,0.0,0.803,0.919,142.814,140520,4
83,1CTex49P0iWwzUGsMNjgaV,Billie Holiday,Strange Fruit,0.313,0.0437,6,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827,192867,1
84,3SQhmctWreNM0X6Zkm2K5R,Chuck Berry,Maybellene,0.756,0.768,0,-10.701,1,0.112,0.735,0.0,0.182,0.783,118.208,143240,4
85,5ytPMYb6dkoli8sNSEsdmZ,The Clovers,Love Potion No. 9 - Remastered / Single Version,0.738,0.451,7,-12.949,1,0.146,0.572,0.0,0.175,0.793,128.853,113200,4
86,7G2jAmiYUDZKyk7npVrgX8,The Crew Cuts,Sh-Boom,0.67,0.24,2,-12.158,0,0.0697,0.863,0.0,0.231,0.578,130.205,168893,4
87,1hFB1obL3dCyIDigkojSTm,The Chordettes,Lollipop,0.65,0.593,7,-6.374,0,0.122,0.585,0.00244,0.441,0.825,143.179,130533,4
88,0GVvRmCoiLkhxJvlZy9bLk,The Five Satins,In The Still of the Night,0.43,0.33,6,-10.621,1,0.0353,0.876,0.0,0.105,0.316,108.824,187667,3
89,0VE4ayVlGs5DBoqOdgJ0Zv,Ritchie Valens,Donna - Single Version,0.472,0.225,5,-12.581,1,0.0263,0.864,0.0,0.111,0.29,100.299,150973,3
90,3P6OwCX7Ofiaaqtvujb6i5,Tennessee Ernie Ford,Sixteen Tons,0.693,0.324,11,-15.085,1,0.205,0.796,0.0,0.246,0.382,144.14,158307,4
91,4YXKKnIZuk7UtXH5oC0ffa,Little Richard,Lucille,0.676,0.708,8,-12.115,0,0.0698,0.592,0.000307,0.166,0.919,143.669,143827,4
92,5d6ZRqgbz26Sg4bk1oifQw,Carl Perkins,Blue Suede Shoes,0.548,0.673,4,-7.318,0,0.0364,0.448,8.53e-05,0.342,0.965,168.891,134446,4
93,7bflxIMDz5mFxhQyYx1CEh,Perry Como,Magic Moments,0.719,0.257,0,-14.446,0,0.0435,0.88,2.61e-06,0.257,0.75,103.829,159907,4
94,603N4XGJUTbK760GLCvIIs,The Fleetwoods,Come Softly To Me,0.601,0.095,1,-18.478,1,0.0374,0.93,0.000285,0.116,0.672,122.975,144933,4
95,4uxsv9PjV3Yeyn51RdWvGJ,Johnny Mathis,Misty,0.216,0.267,8,-13.561,1,0.0351,0.876,2.7e-05,0.109,0.218,82.098,216573,4
96,7vAw4LLIms6X8ZHcbtoazz,Dion & The Belmonts,I Wonder Why,0.506,0.699,10,-3.834,1,0.0348,0.569,0.0,0.158,0.901,103.463,141387,4
97,0Jbcki0GtjK4CdPlmZO8XR,Phil Phillips,Sea of Love,0.399,0.458,7,-9.828,1,0.0283,0.915,0.00112,0.165,0.304,85.509,142360,4
98,6zwvB879PJSpTyFcg2wwnL,Percy Faith & His Orchestra,"The Theme from ""A Summer Place""",0.326,0.326,0,-15.144,1,0.0297,0.591,0.918,0.494,0.87,186.232,142693,3
99,4bzvhZFlV9UqQ3EmV2i8s4,Connie Francis,Who's Sorry Now,0.522,0.326,3,-6.448,1,0.0273,0.755,2.26e-05,0.36,0.443,87.535,136627,4
100,6bnFjTW3EnMG4BwreDnSHK,The Fleetwoods,Mr. Blue,0.374,0.0889,4,-17.475,1,0.0356,0.931,6.88e-06,0.111,0.211,96.677,145133,4
101,3KSchPNSklO5McIqRH3qYX,Muddy Waters,I'm Your Hoochie Coochie Man,0.542,0.588,2,-9.268,1,0.0665,0.67,0.158,0.241,0.881,113.948,238533,3
102,4OnqJ1ml4Jgr5AAKNrrYCD,The Coasters,Down in Mexico,0.614,0.589,1,-8.667,1,0.0573,0.7,0.0,0.069,0.894,111.879,196467,4
103,1xVOttVNT27FBTD8iHjOfU,Conway Twitty,It's Only Make Believe,0.461,0.466,11,-9.627,1,0.0598,0.86,2.76e-05,0.135,0.251,128.537,132027,4
104,4mQz22nF9cyWqwuErTqc6V,Billie Holiday,Crazy He Calls Me,0.483,0.145,1,-14.423,1,0.039,0.849,3.5e-06,0.214,0.284,72.863,185280,4
105,3mKdw0slI6wmnb1FBrvwn2,Frank Sinatra,I Get A Kick Out Of You,0.395,0.375,5,-10.966,0,0.0381,0.555,0.0,0.576,0.775,178.105,194093,4
106,0BHroBUvBAp561BYqC9LRK,Patti Page,Tennessee Waltz - 1950 Single Version,0.373,0.124,5,-12.95,1,0.0342,0.969,0.000891,0.123,0.351,86.857,185000,3
107,1Qn5jElT7XqjvVeJ8pYM2w,Ricky Nelson,A Teenager's Romance,0.51,0.484,10,-6.942,1,0.038,0.784,0.0,0.306,0.683,103.356,140773,3
108,1eqGYJJr2z2GXK1i0hD3BC,Pat Boone,Love Letters In The Sand - Single Version,0.571,0.196,3,-13.216,1,0.0278,0.811,0.0,0.142,0.555,88.728,134560,4
109,2R7uUQ0Dehu80gsOcydQC9,Bo Diddley,Bo Diddley,0.809,0.701,0,-12.484,1,0.0574,0.176,0.0,0.184,0.563,105.696,149013,4
110,1ye9IP87nKYZ5YAGaEv9A1,Thurston Harris,Little Bitty Pretty One,0.704,0.87,8,0.844,1,0.218,0.795,2.45e-06,0.0558,0.932,88.019,143053,4
111,5KG2ahk1cONbHvg3dBdTbx,Bobby Vinton,Mr. Lonely,0.245,0.293,4,-10.361,1,0.0303,0.817,0.0,0.177,0.344,168.984,161373,3
112,24lvdbt9pS7DFEjhEWSl49,Sam Cooke,You Send Me,0.558,0.311,4,-9.582,0,0.0288,0.887,0.0,0.118,0.415,95.978,163480,4
113,1N131UBLlYAUJNVpHOfEc1,The Monotones,The Book of Love,0.428,0.594,10,-12.716,1,0.379,0.734,0.0,0.567,0.556,198.67,138298,4
114,3nUrhP3KuK4R1qdxRk2Kgo,Connie Francis,Stupid Cupid,0.609,0.794,3,-4.739,1,0.0389,0.734,6.18e-05,0.0479,0.968,136.036,133747,4
115,2lmPUdIdzlFH64PWJrw6Zb,Tommy Edwards,It's All In The Game,0.384,0.276,3,-13.527,1,0.0295,0.038,0.0,0.309,0.654,105.181,159040,3
116,4BH8EuPAxeFAh1rSWtnGdD,Tony Bennett,Rags to Riches,0.409,0.435,2,-9.399,1,0.0453,0.907,7.17e-06,0.0559,0.567,78.136,168480,4
117,7Gpx2fNJiilvrf9Ss8qbit,Neil Sedaka,Calendar Girl,0.703,0.649,8,-7.727,0,0.0312,0.397,0.0,0.209,0.862,122.719,159693,4
118,14bUqUj1EUnQabWeAqnj39,The Champs,Tequila (Original),0.532,0.961,10,-4.056,1,0.0522,0.0519,0.905,0.0738,0.753,90.647,130320,4
119,5VLKQp1YTubqXJ02HnViz5,The Spaniels,"Goodnight, Sweetheart, Goodnight",0.558,0.243,7,-13.419,1,0.0459,0.517,0.0,0.144,0.342,72.871,160280,4
120,5ayybTSXNwcarDtxQKqvWX,Ricky Nelson,Poor Little Fool - Remastered,0.474,0.338,0,-11.528,1,0.0299,0.648,0.0,0.13,0.81,154.596,153933,4
121,6sAcECONsANle5n0rnP2at,Johnny Mathis & Ray Conniff,Chances Are (with Ray Conniff & His Orchestra),0.212,0.316,10,-9.429,1,0.0314,0.885,0.0,0.103,0.271,83.597,182440,4
122,09hxCc0SgV8u46gWsfeqJA,Chuck Berry,Rock And Roll Music,0.529,0.768,8,-6.201,1,0.0446,0.418,0.000947,0.0655,0.871,165.225,151773,4
123,1ntGJDSakqsaw1KhptKrB5,The Platters,My Prayer,0.359,0.272,10,-8.393,1,0.0294,0.812,0.0,0.095,0.254,109.249,167800,3
124,4ydtQJImyQg6UDFFZBzgxp,Dinah Washington,Cry Me A River,0.26,0.205,5,-16.618,0,0.0312,0.821,0.00102,0.074,0.313,99.912,150893,3
125,5tHFPtV7dT01fxDe2AhKjD,Little Richard,Rip It Up,0.895,0.636,5,-6.043,1,0.06,0.672,3.31e-06,0.0207,0.967,95.922,141400,4
126,5vjigjfoXuJEttqLB3HTAg,Lloyd Price,Personality,0.591,0.454,5,-8.936,1,0.0322,0.744,0.0,0.0989,0.865,128.909,157733,4
127,07ePHsQ0SopWrnCbNjNC2D,Little Anthony & The Imperials,Tears on My Pillow,0.432,0.202,0,-14.518,1,0.0283,0.908,0.0,0.181,0.641,100.082,140533,3
128,6lYeYgSkWh6TZDQy6YZuvG,Louis Prima,Just A Gigolo - Remastered,0.525,0.403,8,-11.987,1,0.0945,0.597,0.0,0.0565,0.718,125.187,283200,4
129,4GWHrdyVTC0AWwuRgoWzE7,Chuck Berry,Sweet Little Sixteen,0.507,0.627,1,-7.838,1,0.0354,0.575,0.0,0.198,0.962,175.309,180747,4
130,18YPNs20cBfgqkY8YCJlOH,Neil Sedaka,You Mean Everything to Me,0.374,0.429,0,-7.801,0,0.0279,0.523,0.0,0.134,0.679,71.519,157867,4
131,4uAalOPic5WOPJF1kANXCt,The Skyliners,Since I Don't Have You (Alternative Take),0.265,0.602,6,-4.231,1,0.0319,0.59,0.000293,0.299,0.663,70.722,158840,4
132,20UjAGdEjVb8DniNXvqHJy,Buddy Holly & The Crickets,Maybe Baby,0.607,0.477,9,-12.904,1,0.0333,0.708,0.0,0.253,0.887,136.614,122600,4
133,04bsExZXrwoRXYKKDWlTIU,Hank Williams & Drifting Cowboys,I Saw The Light,0.349,0.273,7,-11.443,1,0.0325,0.95,6.21e-05,0.146,0.493,204.922,166000,4
134,6o5RbQYhmF4yRRw7ZArxGL,Billie Holiday,Autumn In New York,0.587,0.098,10,-15.196,0,0.0607,0.958,7e-06,0.114,0.288,71.523,224333,4
135,0SIzIfR6913S1oqTbyg8YC,Ella Fitzgerald,Blue Skies,0.611,0.285,0,-10.225,1,0.0682,0.837,0.0,0.102,0.604,79.463,226360,4
136,6TYR3IVgIwDK6ydc2EPEQq,Jackie Wilson,Lonely Teardrops,0.524,0.478,7,-8.894,1,0.118,0.406,0.0,0.74,0.843,137.133,166213,4
137,6Q0aBakbTsjQO6iGdxmXlx,The Coasters,Charlie Brown,0.646,0.628,3,-8.794,1,0.243,0.404,5.03e-06,0.00967,0.881,125.705,141667,4
138,3Bh370SaZZ0BPHKKOqvAgy,Mickey Baker,Love Is Strange,0.59,0.64,0,-4.174,1,0.0287,0.336,7.77e-05,0.0545,0.824,121.84,172640,4
139,2gZlblsff9FKnhSIwB2ZsU,Fats Domino,I'm Walkin',0.65,0.89,9,-8.11,1,0.0553,0.611,0.056,0.0786,0.972,114.513,126667,4
140,39CdOo5GPGSIdxWDvyyWkr,Ella Fitzgerald & Louis Armstrong,The Nearness Of You,0.409,0.105,6,-17.849,1,0.0484,0.926,0.0,0.126,0.239,81.884,342960,4
141,3ZyJfbh2Y9y15f45qY1pDJ,The Poni-Tails,Born Too Late,0.552,0.284,4,-10.481,1,0.0259,0.821,8.15e-06,0.119,0.788,85.077,139013,4
142,5X4lsUAYrT5m0IyL6Xm8T5,Sarah Vaughan,Broken Hearted Melody,0.45,0.544,7,-10.011,1,0.0378,0.796,0.0,0.194,0.75,132.542,143360,4
143,4nAJtcmiyoL0ARY5WZY9IN,Duane Eddy,Rebel Rouser,0.388,0.434,7,-11.997,1,0.0354,0.789,0.954,0.728,0.873,206.313,153533,4
144,7qoaMWT3eRCKG1RN6dVuOY,Lloyd Price,Stagger Lee,0.439,0.638,3,-6.859,1,0.0307,0.707,0.0,0.175,0.781,69.57,144627,4
145,7DH5dXVuQaqcKf9oTy9oUN,Jim Reeves,He'll Have to Go,0.554,0.186,1,-15.846,1,0.0379,0.909,0.00144,0.11,0.2,81.181,138640,3
146,2JoXjemDQe0fSmk26CpfrP,Bill Haley & His Comets,"Shake, Rattle And Roll - Single Version",0.671,0.679,5,-11.237,1,0.142,0.159,0.0,0.158,0.82,166.722,150467,4
147,2s4B4fUlVIkE4ELgoupjXL,The Drifters,There Goes My Baby,0.241,0.564,6,-6.544,0,0.0347,0.591,0.0,0.704,0.642,77.378,129613,5
148,0DXm5n7SBxCED9ssTvrx2J,Louis Prima,Buona Sera - Remastered,0.547,0.3,3,-13.973,1,0.107,0.777,0.0,0.0653,0.811,97.793,187200,4
149,56XoFI6v7kbGNdM8ALYWof,Ricky Nelson,Lonesome Town - 1990 Digital Remaster,0.508,0.0965,11,-18.283,1,0.031,0.856,0.012,0.102,0.296,77.907,135840,4
